dataset,scope,field,finite_count,missing_count,nonfinite_count,min,q1,median,q3,max,mean,std_population,iqr_outlier_count
train,材料1,b_mean_T,3400,0,0,-1.8750000033498915e-10,-1.9531249881299395e-11,0.0,2.0507813329462277e-11,2.216796876272631e-10,7.394445769796104e-13,3.911183519749668e-11,186
train,材料1,b_peak_abs_T,3400,0,0,0.010796736,0.030881457,0.061361629,0.12232683700000001,0.278951118,0.08312750779117647,0.06704845221729627,78
train,材料1,b_peak_to_peak_T,3400,0,0,0.021220275,0.061166593500000005,0.121675826,0.24281996349999999,0.552528449,0.16509354961323527,0.13323817801858906,78
train,材料1,b_rms_T,3400,0,0,0.006182911997903997,0.018878548286277462,0.037308023854946144,0.07453202337224368,0.19591705692348743,0.05201034373957352,0.04237956896471037,93
train,材料1,core_loss_W_per_m3,3400,0,0,684.0462375,9983.361241999999,44323.28435,202332.08092500002,3616132.536,179886.94421603333,339475.7187293951,372
train,材料1,frequency_Hz,3400,0,0,50020.0,89200.0,158500.0,224200.0,446410.0,174017.82941176472,101206.52809707988,54
train,材料1,temperature_C,3400,0,0,25.0,25.0,50.0,90.0,90.0,58.63970588235294,24.151078649068552,0
train,材料2,b_mean_T,3000,0,0,-2.832031250005543e-07,-2.539062645030843e-11,0.0,2.4658205165228875e-11,2.636718750073652e-07,-2.413534504653294e-10,2.9206793865971262e-08,396
train,材料2,b_peak_abs_T,3000,0,0,0.00963815,0.0307476265,0.0614826695,0.122610352,0.313283973,0.082586563401,0.07215296330922233,83
train,材料2,b_peak_to_peak_T,3000,0,0,0.019089317,0.061024789499999996,0.1222680095,0.24421434449999999,0.625702812,0.164404534683,0.1436868950387666,83
train,材料2,b_rms_T,3000,0,0,0.005595854116422822,0.017845373344550206,0.03585933029525001,0.07164248319004894,0.2133066453062507,0.05253324405997991,0.04536541444427507,142
train,材料2,core_loss_W_per_m3,3000,0,0,415.6131139,11755.9877475,55545.23637,260769.308475,2750045.773,234317.14430713883,409027.49099237967,344
train,材料2,frequency_Hz,3000,0,0,49990.0,99950.0,158750.0,316230.0,501180.0,210265.51,134184.98961610137,0
train,材料2,temperature_C,3000,0,0,25.0,25.0,50.0,70.0,90.0,57.718333333333334,24.291335846803946,0
train,材料3,b_mean_T,3200,0,0,-3.222656249982081e-07,-2.4414062785305113e-11,0.0,2.539062016193583e-11,3.222656249982081e-07,2.775694244063062e-10,3.109438453137722e-08,379
train,材料3,b_peak_abs_T,3200,0,0,0.009733015,0.0307949825,0.061384060500000004,0.12245794625,0.313284469,0.082986870945,0.0733008019534626,96
train,材料3,b_peak_to_peak_T,3200,0,0,0.019132371000000002,0.06113842325,0.1219884285,0.243474341,0.6251845220000001,0.16522193663187498,0.14598867371027846,96
train,材料3,b_rms_T,3200,0,0,0.0056152195387483925,0.017913398741232975,0.03574610691489288,0.07141753594035907,0.21292182108119037,0.05266800581457032,0.046187641970334474,174
train,材料3,core_loss_W_per_m3,3200,0,0,739.3340863,13384.8076025,61055.740115,287328.95927500003,3525389.296,264453.0732378569,465386.82882442256,382
train,材料3,frequency_Hz,3200,0,0,49990.0,99950.0,158750.0,316450.0,501180.0,212495.434375,135703.13222066328,0
train,材料3,temperature_C,3200,0,0,25.0,25.0,50.0,70.0,90.0,58.009375,24.36422658549569,0
train,材料4,b_mean_T,2800,0,0,-2.636718750004263e-07,-2.832031137378621e-11,9.765625808011436e-13,2.7343748792985068e-11,2.539062499990613e-07,-3.0669576588150305e-10,1.285434803757279e-08,118
train,材料4,b_peak_abs_T,2800,0,0,0.010801457,0.0224698975,0.039293955500000005,0.07745475625,0.277599808,0.05989862758035714,0.054060453034517855,184
train,材料4,b_peak_to_peak_T,2800,0,0,0.021026539,0.044554340750000004,0.077956026,0.153709659,0.548620869,0.1185633464557143,0.10703152509742456,184
train,材料4,b_rms_T,2800,0,0,0.006145872462692824,0.014124306160841388,0.024895048794790223,0.047149899247284216,0.16674210440965478,0.03675753154410686,0.032330083381233624,196
train,材料4,core_loss_W_per_m3,2800,0,0,452.2277116,6773.7075985,25284.38441,107991.747225,2322456.147,109469.24906428158,213851.63303372436,327
train,材料4,frequency_Hz,2800,0,0,50010.0,79460.0,125930.0,224180.0,446690.0,170944.99285714285,110290.80794588954,59
train,材料4,temperature_C,2800,0,0,25.0,25.0,50.0,70.0,90.0,58.42142857142857,24.200226639181608,0
