row_id,source_file,source_file_sha256,source_sheet,source_excel_row,duplicate_row_ids,waveform_sha256,exact_record_sha256,condition_group,regression_outer_fold,oof_model_id,full_model_id,material,temperature_C,frequency_Hz,waveform,b_m_T,energy_proxy_Hz_T,feature_schema_sha256,q4_fold_models_artifact_sha256,q4_full_model_artifact_sha256,config_sha256
附件一（训练集）.xlsx|材料1|2482,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,2482,附件一（训练集）.xlsx|材料1|2482,AD14D38FB83336B6410F96B9630D096A8420DFFD1F737127D4B4AD57194BC35E,002449FB6F7B8F2CCEA5AB7F219D9ED54947AC8164E884266332B466EB8AED82,材料1|25|梯形波|51|-13,2,q4-ridge-fold-2,q4-ridge-full,材料1,25,141270,梯形波,0.054464504,7694.20048008,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|2117,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,2117,附件一（训练集）.xlsx|材料1|2117,9D9D763997100087F082F79EDCFBEF85F6F0BB2026F706AF834DB2D1461CB067,00299AA7D2948FAF3BF0892CE9E227FCD5E93791E841A119F3DFBED2585CDDEE,材料1|90|三角波|52|-9,3,q4-ridge-fold-3,q4-ridge-full,材料1,90,177880,三角波,0.138402575,24619.050041,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|112,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,112,附件一（训练集）.xlsx|材料2|112,D177ED68D4135083418CDD2B6567099972C2C2F7D7A6429B9B5A206B002D147D,003FC390CAE71BB34960AF2C180C66753641D5593627FA5E83E0DE4BE2C1CA82,材料2|50|正弦波|49|-12,1,q4-ridge-fold-1,q4-ridge-full,材料2,50,79460,正弦波,0.07841181,6230.6024226,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|1396,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,1396,附件一（训练集）.xlsx|材料4|1396,961B543297C7D942E9A3504C52C1FF029FFC237C589BCB5EF94E5C6E0E3C18AE,004915C8FA46D3F37F73339828ED703B161E554F050F8AD34F271AB218CBDC23,材料4|50|三角波|49|-10,0,q4-ridge-fold-0,q4-ridge-full,材料4,50,99910,三角波,0.123842209,12373.0751012,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1134,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1134,附件一（训练集）.xlsx|材料2|1134,106C8EA122E9DD82D00EC65E2800D00262124F01D3FCEA83C10B0EF1AB931BC4,0050CAACFF6F7A2317688FF8032E72BE59ED49BA62FB540EED56597599178255,材料2|25|三角波|55|-18,2,q4-ridge-fold-2,q4-ridge-full,材料2,25,316470,三角波,0.019951339,6314.00025333,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1292,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1292,附件一（训练集）.xlsx|材料3|1292,0F0EF3C7DD5B50660F1B75BFA8EC6F9AEF30EF423B1708A63DBE925D03949322,0051A2180F51A10B4F6BADC5FA7EFADA08AC42AC6840685F373C074481B15033,材料3|50|三角波|54|-19,1,q4-ridge-fold-1,q4-ridge-full,材料3,50,251220,三角波,0.015654379,3932.69309238,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1441,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1441,附件一（训练集）.xlsx|材料3|1441,8B378C62D2F512A7ED6E13C4264BE3CD97D4496FC70B8D1D98576E9BD4CEFD0E,0059F203C70178C3530BE1F1D55AA69315FB433CCC99602567764AFC3392436F,材料3|50|三角波|56|-19,4,q4-ridge-fold-4,q4-ridge-full,材料3,50,499970,三角波,0.015664235,7831.64757295,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|2684,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,2684,附件一（训练集）.xlsx|材料3|2684,9EF86B8882042BD8BD0DEC32555854A19A36EFABE23CAD52852BFBE3BF835DD7,005ED8E29D50F369A27FC18C26AAAD5D3C5054E37A47D3DF655D27D17317AED9,材料3|70|梯形波|55|-15,2,q4-ridge-fold-2,q4-ridge-full,材料3,70,316460,梯形波,0.038654893,12232.7274388,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|1522,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,1522,附件一（训练集）.xlsx|材料4|1522,FE4C5EFAC67406D7B002C611F4F697618B62C99755AE685241EBA189669F96BA,00625504F4F2508139A0FF1C0D22E2BB4CB330319C93B4D52C42A7F62F2DBBE6,材料4|70|三角波|53|-20,3,q4-ridge-fold-3,q4-ridge-full,材料4,70,224190,三角波,0.012371773,2773.62778887,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|302,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,302,附件一（训练集）.xlsx|材料4|302,92246A9BFC2FA43887ABC6648073D8981D8426F29988F64A2D704C064FD5B207,0072C412971C76E9FE7CDCAE004E0ECE24661367D7C7E8CA61853927801108EA,材料4|50|正弦波|51|-17,0,q4-ridge-fold-0,q4-ridge-full,材料4,50,141260,正弦波,0.024808008,3504.37921008,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|803,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,803,附件一（训练集）.xlsx|材料4|803,9E05A56088D3F678B24D6B5712538EF67F12E7C470C8AA8DBF692898B3366372,007B68239D7270D60BB9CCABF5B2421A477877BEBB482A6F9628DD094ADAE28A,材料4|90|正弦波|54|-16,3,q4-ridge-fold-3,q4-ridge-full,材料4,90,281850,正弦波,0.027594488,7777.5064428,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|1140,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,1140,附件一（训练集）.xlsx|材料4|1140,A5A7D580C22E21A08466427FFCC562AC85C317EC2B9A5FFE1DC31BB6762CC9A9,007C2182D8D6494DB38A0CB2A4255A2B1C8A0FC96ECE977DA43C27AAB13177E5,材料4|25|三角波|49|-16,4,q4-ridge-fold-4,q4-ridge-full,材料4,25,99910,三角波,0.027763974,2773.89864234,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|168,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,168,附件一（训练集）.xlsx|材料4|168,DF8753B4A06B646AECDD686F443FEB9D8CB974315F0BEC4862557F9B76F2EEBA,00869454040787104C2CE0F9E90A94189C975EB776AE230A8C3D2E67D483A9DF,材料4|25|正弦波|55|-14,3,q4-ridge-fold-3,q4-ridge-full,材料4,25,316230,正弦波,0.048745779,15414.8776932,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1137,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1137,附件一（训练集）.xlsx|材料3|1137,65A17DF0000D46632616B8874C403EB10B91ED324BC61D3E7D43C633266900FB,00AA86C32351F25FFE090EC47FADBE3898892A9611548D7C8381B7A314584B14,材料3|25|三角波|56|-12,2,q4-ridge-fold-2,q4-ridge-full,材料3,25,499970,三角波,0.077501584,38748.4669525,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|967,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,967,附件一（训练集）.xlsx|材料1|967,6D2FC632209D177D4D74276AC4D638E45451011047729FDF048A29E9FB41219B,00C1630363C5A9F174D02D696957D63CAABD977735B4C86A8993B37C7E215B56,材料1|90|正弦波|52|-13,4,q4-ridge-fold-4,q4-ridge-full,材料1,90,158500,正弦波,0.062477328,9902.656488,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|2760,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,2760,附件一（训练集）.xlsx|材料4|2760,F153F3309CC3C197F01CF683E31B81E22473E1160B87CFBE54E271D5BDD7471E,00D532DAA1CFA19217F1E2B2F7DA3FEC30CD381A5AFB29D2E8E063BE199ACC05,材料4|90|梯形波|51|-9,0,q4-ridge-fold-0,q4-ridge-full,材料4,90,141270,梯形波,0.136077227,19223.6298583,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|932,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,932,附件一（训练集）.xlsx|材料4|932,761A471CE0E8A3B295C2D58D53F15BFE28CC20E385B26FC0C464D5958A0DC9E3,00D99E032F985E83DA86C734BF70D8E3372E6C703BB21BEF538261B9252D9952,材料4|25|三角波|50|-16,3,q4-ridge-fold-3,q4-ridge-full,材料4,25,125890,三角波,0.031553208,3972.23335512,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|884,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,884,附件一（训练集）.xlsx|材料1|884,C5C92D2D4123BEDA664249950BDB5DA9319F6B04C4A95D8DFC808D089DF14953,00DA6FD99D17818281617DC552437DCCA26CD53D4A6D0B045B73327350CB653F,材料1|90|正弦波|49|-9,1,q4-ridge-fold-1,q4-ridge-full,材料1,90,89080,正弦波,0.140548986,12520.1036729,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1234,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1234,附件一（训练集）.xlsx|材料3|1234,739A334E37A3926EB8C1F774E7BCC2DB965E68567CF94BC37B5BAAA7B62B15A0,00DC651805D50F9C1EF04195984D0D804E0F7AC26CA61456D97F5D88EACA2EC1,材料3|25|三角波|50|-9,1,q4-ridge-fold-1,q4-ridge-full,材料3,25,125890,三角波,0.154962891,19508.278348,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1524,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1524,附件一（训练集）.xlsx|材料2|1524,346EE748EC48569D3C101AAFE294D7E1CDE2E4C93F3ACC0399AF68EEC5C227CA,00E84B72AF1877F310FCF435E39CCCB528D691CEEAE7A9AFABB46CB3374F24FD,材料2|50|三角波|49|-10,3,q4-ridge-fold-3,q4-ridge-full,材料2,50,99900,三角波,0.122981548,12285.8566452,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
