row_id,condition_group,oof_fold,oof_model_id,strict_oof_lineage_pass
附件一（训练集）.xlsx|材料1|2065,材料1|90|三角波|51|-14,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料1|2017,材料1|90|三角波|47|-7,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料1|3080,材料1|70|梯形波|53|-11,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料4|75,材料4|25|正弦波|50|-15,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料1|277,材料1|50|正弦波|46|-14,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料3|3108,材料3|90|梯形波|46|-10,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|3069,材料3|90|梯形波|54|-18,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料4|677,材料4|90|正弦波|49|-10,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料3|1536,材料3|70|三角波|55|-20,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|182,材料3|70|正弦波|47|-12,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料4|385,材料4|50|正弦波|55|-17,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|2059,材料3|25|梯形波|52|-13,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料4|10,材料4|25|正弦波|47|-17,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料2|2200,材料2|25|梯形波|46|-10,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料1|63,材料1|25|正弦波|48|-10,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料1|2226,材料1|90|三角波|55|-13,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料4|2799,材料4|90|梯形波|52|-14,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料3|20,材料3|25|正弦波|49|-18,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料3|2203,材料3|25|梯形波|49|-10,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|751,材料2|70|正弦波|55|-17,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料3|942,材料3|70|正弦波|55|-16,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料2|1507,材料2|50|三角波|56|-13,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料1|590,材料1|70|正弦波|48|-8,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|35,材料2|25|正弦波|50|-17,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料4|1671,材料4|70|三角波|50|-11,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料1|980,材料1|90|正弦波|52|-17,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|671,材料3|70|正弦波|49|-13,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料1|1886,材料1|70|三角波|55|-13,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料2|2799,材料2|90|梯形波|51|-11,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|1652,材料2|70|三角波|52|-18,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|386,材料2|70|正弦波|47|-7,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料4|1939,材料4|25|三角波|49|-14,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料3|1299,材料3|50|三角波|54|-11,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料1|1184,材料1|25|三角波|52|-17,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料2|1651,材料2|70|三角波|52|-7,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料2|2579,材料2|70|梯形波|55|-19,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|3193,材料3|90|梯形波|56|-12,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|4,材料2|25|正弦波|46|-14,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料2|2472,材料2|50|梯形波|52|-7,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料4|2402,材料4|70|三角波|55|-17,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料2|2841,材料2|90|梯形波|55|-11,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料1|2909,材料1|70|梯形波|47|-11,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|2798,材料3|70|梯形波|46|-6,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料1|1634,材料1|50|三角波|47|-6,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|1155,材料3|25|三角波|49|-8,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料4|2194,材料4|50|三角波|55|-15,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料4|2007,材料4|25|三角波|55|-11,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料4|2730,材料4|90|梯形波|51|-19,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料2|2546,材料2|70|梯形波|51|-13,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|1964,材料3|90|三角波|49|-14,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料2|2415,材料2|50|梯形波|55|-18,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料4|393,材料4|50|正弦波|55|-18,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料3|2535,材料3|50|梯形波|52|-14,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料2|212,材料2|70|正弦波|49|-8,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料2|2800,材料2|90|梯形波|51|-8,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料4|1320,材料4|50|三角波|55|-16,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料1|2610,材料1|50|三角波|55|-10,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料2|1945,材料2|90|三角波|52|-6,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料3|2828,材料3|70|梯形波|52|-17,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料4|681,材料4|90|正弦波|49|-19,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料1|1240,材料1|25|三角波|54|-15,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料3|33,材料3|25|正弦波|49|-8,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料3|853,材料3|25|正弦波|47|-17,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料4|205,材料4|50|正弦波|47|-15,3,q4-ridge-fold-3,True
附件一（训练集）.xlsx|材料1|299,材料1|50|正弦波|47|-7,2,q4-ridge-fold-2,True
附件一（训练集）.xlsx|材料3|932,材料3|90|正弦波|47|-11,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料3|2032,材料3|25|梯形波|48|-9,1,q4-ridge-fold-1,True
附件一（训练集）.xlsx|材料1|1825,材料1|70|三角波|53|-17,4,q4-ridge-fold-4,True
附件一（训练集）.xlsx|材料2|1785,材料2|70|三角波|52|-8,0,q4-ridge-fold-0,True
附件一（训练集）.xlsx|材料4|2383,材料4|70|三角波|52|-18,4,q4-ridge-fold-4,True
