row_id,source_file,source_file_sha256,source_sheet,source_excel_row,duplicate_row_ids,waveform_sha256,exact_record_sha256,condition_group,regression_outer_fold,oof_model_id,full_model_id,material,temperature_C,frequency_Hz,waveform,b_m_T,energy_proxy_Hz_T,feature_schema_sha256,q4_fold_models_artifact_sha256,q4_full_model_artifact_sha256,config_sha256,q5_region_id,y_pred_oof,y_pred_full,core_loss_W_per_m3,full_oof_log_gap,oof_absolute_log_residual,full_oof_gap_pass,oof_residual_pass,region_fold_support_pass,prebootstrap_single_point_eligible
附件一（训练集）.xlsx|材料1|1011,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1011,附件一（训练集）.xlsx|材料1|1011,22C27449CC798008E86C4CF18CA50B18A61FFC7D5AF612C17C0D764469AB872E,534EFC2B1B5A0369E04FD142E6578DA6DCA0204CE21475FF58705AE5CAD208D2,材料1|90|正弦波|53|-20,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,223850,正弦波,0.012333005,2760.74316925,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,1107.13921497,1126.24285325,1561.922846,0.0170924726001,0.343875461745,False,True,True,False
附件一（训练集）.xlsx|材料1|738,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,738,附件一（训练集）.xlsx|材料1|738,40BD15BAB264F9398A94CC2C9C81BAFABD0B122BB6D66E1EADDAF7197F4DE078,01ABEC7C35C85E809CD843F69F4DA72409F0403E20AA87EDC9FBDF1BAA4B65F6,材料1|70|正弦波|53|-20,4,q4-ridge-fold-4,q4-ridge-full,材料1,70,223850,正弦波,0.012346785,2763.82782225,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq2|bq0,1258.10964987,1239.25264576,1429.962384,0.0150897386534,0.127942369618,False,True,True,False
附件一（训练集）.xlsx|材料1|1010,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1010,附件一（训练集）.xlsx|材料1|1010,F8B324836D4F0B25992B9BEC662501F17C4FC292A323A58A03C3DE5941FFE1AF,FBC2DDBBEBE8C84016CF29E0166245C982C770F1E1A0E10F8BB1F1CBED53DA3C,材料1|90|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,223850,正弦波,0.013097049,2931.77441865,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,1323.06062327,1343.8952181,1754.697826,0.0156128608258,0.282163155105,False,True,True,False
附件一（训练集）.xlsx|材料1|737,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,737,附件一（训练集）.xlsx|材料1|737,5F463036485D5952B08471B34DB6551FBC741719AC04045456B80AEE87DBEC5A,77A5B0A21A09852518C04B32CC2174033AE942CB2F655C4F45D9923C560AA6E6,材料1|70|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,70,223850,正弦波,0.013132379,2939.68303915,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq2|bq0,1349.4258976,1369.75975105,1627.797108,0.0149451265363,0.187421749431,False,True,True,False
附件一（训练集）.xlsx|材料1|1025,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1025,附件一（训练集）.xlsx|材料1|1025,B8746FF177A90964AB9EE4F68F6BFF9F4E26FBFEAC19E88722630E625B784FB3,F0638B67D62B483B7CDF844ABFE3B2359B9F1E183974B3E95C4F870E741DCEE4,材料1|90|正弦波|53|-20,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,251170,正弦波,0.01229241,3087.4846197,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,1383.90236734,1407.2981333,2077.915827,0.0167523334629,0.406216876544,False,False,True,False
附件一（训练集）.xlsx|材料1|758,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,758,附件一（训练集）.xlsx|材料1|758,72A66D97F3C0CA22EA8EC9E12D441E9D5F2489AA2DF39117FB42FFBA257FFFE8,EFAC9413676126AE354100B93074B286CC5409F2E162A5954556587D66BD79B3,材料1|70|正弦波|53|-20,4,q4-ridge-fold-4,q4-ridge-full,材料1,70,251170,正弦波,0.012372848,3107.68823216,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq2|bq0,1471.63176053,1451.28739143,2008.202927,0.0139112885762,0.310686976316,False,True,True,False
附件一（训练集）.xlsx|材料1|1012,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1012,附件一（训练集）.xlsx|材料1|1012,1ADEC7BE50061FAA18DDE98DFDEFE3AE2429750C54B84A96E40EDFA9C3D455ED,482FF8064E25973A5CC95035E032B0C2468ACFA69E87272ADEAEACF590C50160,材料1|90|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,223850,正弦波,0.013892096,3109.7456896,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,1465.24383452,1490.62852942,1962.661101,0.0171645798168,0.292106723498,False,True,True,False
附件一（训练集）.xlsx|材料1|757,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,757,附件一（训练集）.xlsx|材料1|757,8213C235257B3D93A32EDB13854BBE1D836AD85DD4E7FDEBAC08DAA162477F44,1D9CC9F4701B2F7F234DB6C700BC76AFDDA082BE2EE53067870A0C91B2A6DB3A,材料1|70|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,70,251170,正弦波,0.013255051,3329.27115967,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq2|bq0,1688.82695479,1714.5461541,2323.752022,0.0151053570453,0.31898724607,False,True,True,False
附件一（训练集）.xlsx|材料1|1026,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1026,附件一（训练集）.xlsx|材料1|1026,6F6F1A13987F8CF14A2F52177D05F6178F62912EDF1F3CFA9742A368C4BDB3AD,53D39A3CBD99AAB8F239ABC311DA0D307902648439ABC212BD52E5B452DA7D36,材料1|90|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,251170,正弦波,0.013885283,3487.56653111,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,1775.85075977,1804.26859314,2638.247268,0.0158668245051,0.395651189471,False,False,True,False
附件一（训练集）.xlsx|材料1|1041,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1041,附件一（训练集）.xlsx|材料1|1041,7BBF7570A9554B497DF6742AD586ED67A7AC6CE9544695F795403EBE34FE60AF,657AF31AF7C21070E9C5FF59A623379CE05AD8893FBFC47C1D317173EEE786A2,材料1|90|正弦波|54|-20,4,q4-ridge-fold-4,q4-ridge-full,材料1,90,281850,正弦波,0.01246255,3512.5697175,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq3|bq0,1845.60755579,1812.61454989,2854.831757,0.0180283592432,0.43601293205,False,False,True,False
附件一（训练集）.xlsx|材料1|775,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,775,附件一（训练集）.xlsx|材料1|775,8876FB30A328531B887674E6D18D3761245076B079D873CD64F59BEC5236F9EF,F36A1D9C4CCA2FCF6587AFE93963416B8128DE51E401E4AD0518F269589E1AF7,材料1|70|正弦波|54|-20,3,q4-ridge-fold-3,q4-ridge-full,材料1,70,281860,正弦波,0.012462293,3512.62190498,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq3|bq0,1824.36441783,1818.52684726,2799.945547,0.00320315484697,0.428177407428,True,False,True,False
附件一（训练集）.xlsx|材料1|1040,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1040,附件一（训练集）.xlsx|材料1|1040,EB766D493155D5534E00A3CD374C93492524F65C3FECBD1DBD685B388891D24D,1C13445B1F6D623CFBBB2A5D32A434BE853B897222A094EEFAA91F4AB1B7E318,材料1|90|正弦波|54|-19,1,q4-ridge-fold-1,q4-ridge-full,材料1,90,281860,正弦波,0.013282729,3743.86999594,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq3|bq0,2143.83861653,2131.83615232,3243.681288,0.00561169156427,0.413952816499,True,False,True,False
附件一（训练集）.xlsx|材料1|774,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,774,附件一（训练集）.xlsx|材料1|774,0C1544A0D2240DB74D88BF26F1398450BA66B44D9261CBAD57F56A2FA3386130,9E96AF24D7C711F8E28A0E07FB46C3B6CF6E82F286EC8575F143A0BEBEB51505,材料1|70|正弦波|54|-19,3,q4-ridge-fold-3,q4-ridge-full,材料1,70,281850,正弦波,0.01331825,3753.7487625,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq3|bq0,2240.46000792,2235.81468687,3219.780591,0.00207460374037,0.362496306948,True,False,True,False
附件一（训练集）.xlsx|材料1|776,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,776,附件一（训练集）.xlsx|材料1|776,2F76C0A8D0CD5282631C7F73446B5EEF47EE95D844554C229E743994A45CDB92,F13C2BF0A708F5E983CF89B0286193517A02F2EF4D7555371CCEA81EF8CF23FB,材料1|70|正弦波|54|-19,3,q4-ridge-fold-3,q4-ridge-full,材料1,70,281850,正弦波,0.013937482,3928.2793017,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq3|bq0,2519.5779577,2512.97564969,3533.266046,0.00262279928259,0.338017429377,True,True,True,False
附件一（训练集）.xlsx|材料1|1027,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1027,附件一（训练集）.xlsx|材料1|1027,B20570C0495CCF3DFF3756936C382690B63B5F0E84B3D70180934E1B4B96D6D4,662E5915E0B832FAEA7686FE64142C47F6B4373A9E06164F8749C37DF666CDEB,材料1|90|正弦波|53|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,251170,正弦波,0.015650132,3930.84365444,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,2497.84676906,2523.32784002,3386.191619,0.0101454922469,0.30417181401,True,True,True,False
附件一（训练集）.xlsx|材料1|998,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,998,附件一（训练集）.xlsx|材料1|998,1624FF4DEDB7785C16749E4CF79EC97794ED3B5D0ECD1021555BAF202609751A,FB054D7F49A5919A9AC98571B49FB8A3B783D1542B4ED65E4DF7BC0D7C7ED4E8,材料1|90|正弦波|52|-18,0,q4-ridge-fold-0,q4-ridge-full,材料1,90,199500,正弦波,0.019743763,3938.8807185,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq2|bq0,2819.50806062,2838.3324759,3068.389033,0.00665194878585,0.0845614976785,True,True,True,False
