row_id,source_file,source_file_sha256,source_sheet,source_excel_row,duplicate_row_ids,waveform_sha256,exact_record_sha256,condition_group,regression_outer_fold,oof_model_id,full_model_id,material,temperature_C,frequency_Hz,waveform,b_m_T,energy_proxy_Hz_T,feature_schema_sha256,q4_fold_models_artifact_sha256,q4_full_model_artifact_sha256,config_sha256,q5_region_id,y_pred_oof,y_pred_full,core_loss_W_per_m3,full_oof_log_gap,oof_absolute_log_residual,full_oof_gap_pass,oof_residual_pass,region_fold_support_pass,prebootstrap_single_point_eligible
附件一（训练集）.xlsx|材料2|727,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,727,附件一（训练集）.xlsx|材料2|727,CAE558FC237716884239D21F10D47384A18FF73E54870564F8797A1F953A952E,58F89E09A3403A120BF4638F01EB11D7B7C763551378238CA0BC1B9152722C6E,材料2|70|正弦波|52|-19,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,158500,正弦波,0.014495782,2297.581447,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq1|bq0,1317.41153959,1310.5599948,819.0847142,0.00521036840197,0.474775266918,True,False,False,False
附件一（训练集）.xlsx|材料2|223,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,223,附件一（训练集）.xlsx|材料2|223,02403F0C54DA70795695AC033682C8404721433B8A65B47D408B15CE336A6A3A,F795999B232A0623E9880E3C677EF1B987802D250284F85A1F8108DE8AA6E753,材料2|70|正弦波|52|-19,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,158500,正弦波,0.014495782,2297.581447,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq1|bq0,1371.75954021,1365.86340466,819.0847142,0.00430434754854,0.515170610919,True,False,False,False
附件一（训练集）.xlsx|材料3|289,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,289,附件一（训练集）.xlsx|材料3|289,DE496C84186BFE4E2530D7B00CC4C6B045F8FC56F35E77A194B527F6BBCAD287,3552B1C5B539970080C80122347BBE9335DD2BDD9C652D46914E0E1D555A0BFD,材料3|90|正弦波|52|-19,4,q4-ridge-fold-4,q4-ridge-full,材料3,90,158500,正弦波,0.014684052,2327.422242,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料3|正弦波|90|fq1|bq0,1525.87729526,1490.72450463,820.2093934,0.0232918299084,0.620201821545,False,False,False,False
附件一（训练集）.xlsx|材料2|232,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,232,附件一（训练集）.xlsx|材料2|232,96353F9C80DB2301C342D269DFCC509329A65A0C33EFD045C40526FB4FA9FD05,88131EAE3E7810EC88B93A1E47B262A53898571ECD5F8F0496668DE56CED500C,材料2|70|正弦波|52|-20,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,199500,正弦波,0.011786872,2351.480964,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq2|bq0,1235.85984944,1231.02724597,845.8285981,0.00391480813433,0.378832756563,True,True,False,False
附件一（训练集）.xlsx|材料2|734,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,734,附件一（训练集）.xlsx|材料2|734,CBC28F5627CF55C7CC5EEC7B8B72052BBE50B78D9C0210829BD835A4C92AB1C1,CF8C2D56CB884E67234C1877FA4B473F5AA26623CC60E4102B43AD4EF2E09D15,材料2|70|正弦波|52|-20,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,199500,正弦波,0.011786872,2351.480964,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq2|bq0,1185.23672554,1179.01120019,845.8285981,0.00526195048856,0.337042848934,True,True,False,False
附件一（训练集）.xlsx|材料2|900,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,900,附件一（训练集）.xlsx|材料2|900,146D18E790604F559CAB5A6E25EB15380C49E08053C549399BFC904BC3351697,2F3BEF09F57D6DE54ADC68D1139345FDDE43A2EA5D2CA10DC871C1EF9B6564C8,材料2|70|正弦波|52|-20,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,199500,正弦波,0.01179,2352.105,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq2|bq0,1542.35815343,1508.97342497,860.95,0.0218686101224,0.582518676078,False,False,False,False
附件一（训练集）.xlsx|材料2|403,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,403,附件一（训练集）.xlsx|材料2|403,684FADA149102E83135B857E571D14953367D34541F120B250D9E767DA402FA8,7E268B39FD32A3129B415B26AA5594F91FD9FE329C6A53F74C2D212E6B7A84E8,材料2|70|正弦波|52|-20,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,199500,正弦波,0.01179,2352.105,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料2|正弦波|70|fq2|bq0,1542.35815343,1508.97342497,860.95,0.0218686101224,0.582518676078,False,False,False,False
附件一（训练集）.xlsx|材料3|700,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,700,附件一（训练集）.xlsx|材料3|700,5E08259E8DF8DF1C6D44BB242436E9CAA037CCD0FA24AB02C0C1B4CA76813362,327DC1A6A0BB5900C7840710A424E42C455D1599E3432555B6D936594596DFCC,材料3|70|正弦波|52|-20,2,q4-ridge-fold-2,q4-ridge-full,材料3,70,199500,正弦波,0.011955211,2385.0645945,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料3|正弦波|70|fq2|bq0,1427.54169304,1430.52724681,877.6129882,0.00208775027261,0.486064893563,True,False,False,False
附件一（训练集）.xlsx|材料1|683,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,683,附件一（训练集）.xlsx|材料1|683,5A758BC8523704FCBCDB564FEBB7C6D5AB3FA7F06392488A55BB7A3CC444AEFF,D5231760DDAF16A0E0E4B58B2F1B6BA42CBE4C6D8970559CEFDB46829FD87E57,材料1|70|正弦波|52|-19,3,q4-ridge-fold-3,q4-ridge-full,材料1,70,158500,正弦波,0.015527431,2461.0978135,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq1|bq0,1142.09643606,1139.33183659,922.4199793,0.00242144748223,0.213411884734,True,True,False,False
附件一（训练集）.xlsx|材料1|942,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,942,附件一（训练集）.xlsx|材料1|942,0C2D8E61D170BA0F0FDC8B73FFAD6C4C21195250173E0BCA701322894B940909,6B5A579BCBDE73B716D54086B752621E9B732146E1C2F61F9BD9AFABBCE4970E,材料1|90|正弦波|51|-18,3,q4-ridge-fold-3,q4-ridge-full,材料1,90,141260,正弦波,0.017453549,2465.48833174,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq1|bq0,1158.68357647,1160.50961529,966.768255,0.00157336253025,0.180909815362,True,True,False,False
附件一（训练集）.xlsx|材料3|701,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,701,附件一（训练集）.xlsx|材料3|701,15817C8D4D01B362764E99E9571005109E79205FBD631C949D5B719ED4EB7B8B,E2B41B7BFFBC9326E05D404AB4347FB281AEABC33092322067A06B5EA571914B,材料3|70|正弦波|52|-20,2,q4-ridge-fold-2,q4-ridge-full,材料3,70,199500,正弦波,0.012366738,2467.164231,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料3|正弦波|70|fq2|bq0,1372.56738666,1384.60777157,1003.572429,0.0087275802705,0.312849280149,True,True,False,False
附件一（训练集）.xlsx|材料1|471,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,471,附件一（训练集）.xlsx|材料1|471,FFD40D2BEAC1B37A44A67CBE3CC755F08C39C5D312F877558CAA353414AB4B9A,A0A1FDC69167C8E2BFCB5F561B262E75C4019CA6C4359C8E3635275667374B51,材料1|50|正弦波|52|-19,2,q4-ridge-fold-2,q4-ridge-full,材料1,50,199500,正弦波,0.012983268,2590.161966,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|50|fq2|bq0,1483.48041764,1496.19401292,1032.120321,0.00852787427018,0.362481163313,True,False,False,False
附件一（训练集）.xlsx|材料1|719,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,719,附件一（训练集）.xlsx|材料1|719,7AF90A3182AF56A4EA86B4B4A99F8398CD23575E7D269FF7A8612CF9154CE973,5BDDC4C4EE1A69C960E62057B0C9AEDBE7141D97C7368FB2E6360A894111401A,材料1|70|正弦波|52|-19,3,q4-ridge-fold-3,q4-ridge-full,材料1,70,199500,正弦波,0.013124117,2618.2613415,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|70|fq2|bq0,1304.02393179,1296.64230372,1126.803697,0.00567237378483,0.145949268694,True,True,True,False
附件一（训练集）.xlsx|材料1|907,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,907,附件一（训练集）.xlsx|材料1|907,5D1430B298B251E58DC5DB12ED857F7BABDBBA209306380F583A5E8E2831B0E6,A74DA7D9EF71BC76231E1F72672286F5A7101D3705D84926FD8A062A7CE56037,材料1|90|正弦波|50|-17,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,112160,正弦波,0.024636078,2763.18250848,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq1|bq0,1787.49252964,1812.13672197,1223.050584,0.0136852381145,0.379207592789,False,False,False,False
附件一（训练集）.xlsx|材料1|486,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,486,附件一（训练集）.xlsx|材料1|486,C8CDE74FB7AA7FA9506D349256DCB3989CE0D919714DC8A8CE502D53E8078C6C,F8002BC11D1D1CA087EB1AE51ECE95D36965301FEE2CA85F1DDB323E24845C9D,材料1|50|正弦波|53|-19,1,q4-ridge-fold-1,q4-ridge-full,材料1,50,223850,正弦波,0.013016862,2913.8245587,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|50|fq2|bq0,1602.23403575,1600.97400756,1404.881552,0.000786238046256,0.131358316393,True,True,False,False
附件一（训练集）.xlsx|材料1|908,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,908,附件一（训练集）.xlsx|材料1|908,5D77B15CF116AE534619E870B90388844BD39A7ECBBD3D042687A63F480ED99F,D0F53E69B18F30650F32844C5E305C9AB9B1C00B4A5996B70016F418D9D31426,材料1|90|正弦波|50|-16,4,q4-ridge-fold-4,q4-ridge-full,材料1,90,112160,正弦波,0.027645919,3100.76627504,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B,材料1|正弦波|90|fq1|bq1,2487.75206275,2446.88736082,1603.438961,0.0165560543711,0.439007266762,False,False,False,False
