row_id,q5_region_id,y_pred_oof,energy_proxy_Hz_T,outer_fold
附件一（训练集）.xlsx|材料3|383,材料3|正弦波|90|fq2|bq0,1847.21248954,3117.0197,1
附件一（训练集）.xlsx|材料1|1005,材料1|正弦波|90|fq2|bq2,165720.798745,19738.7520435,1
附件一（训练集）.xlsx|材料1|2627,材料1|三角波|50|fq3|bq2,313166.832124,30814.5860747,1
附件一（训练集）.xlsx|材料2|1748,材料2|三角波|70|fq3|bq1,50295.7416229,12437.3034694,1
附件一（训练集）.xlsx|材料1|3148,材料1|三角波|90|fq3|bq2,498241.008416,38755.910214,1
附件一（训练集）.xlsx|材料2|2521,材料2|三角波|70|fq3|bq1,40870.3075075,12368.5147224,1
附件一（训练集）.xlsx|材料3|1945,材料3|三角波|90|fq3|bq2,774549.080197,39093.3326092,1
附件一（训练集）.xlsx|材料1|1040,材料1|正弦波|90|fq3|bq0,2143.83861653,3743.86999594,1
附件一（训练集）.xlsx|材料1|3378,材料1|梯形波|90|fq3|bq1,19386.848558,8734.16380584,1
附件一（训练集）.xlsx|材料1|2618,材料1|三角波|50|fq3|bq1,52089.0678019,13840.668371,1
附件一（训练集）.xlsx|材料2|2042,材料2|三角波|90|fq3|bq1,66551.199323,15546.6526449,1
附件一（训练集）.xlsx|材料2|1808,材料2|三角波|70|fq3|bq1,67078.0208867,15548.1825531,1
附件一（训练集）.xlsx|材料3|2886,材料3|梯形波|70|fq3|bq1,128396.160066,19575.0644661,1
附件一（训练集）.xlsx|材料4|831,材料4|正弦波|90|fq3|bq0,21959.6971664,9797.96468724,1
附件一（训练集）.xlsx|材料2|2770,材料2|三角波|90|fq3|bq2,197186.18953,24594.4607489,1
附件一（训练集）.xlsx|材料1|512,材料1|正弦波|50|fq2|bq1,50204.8941017,12437.2353752,1
附件一（训练集）.xlsx|材料1|793,材料1|正弦波|70|fq3|bq0,11446.9763514,7799.46161847,1
附件一（训练集）.xlsx|材料1|383,材料1|正弦波|50|fq1|bq0,932.590009395,1868.32045376,1
附件一（训练集）.xlsx|材料2|878,材料2|正弦波|90|fq3|bq0,3673.77535935,4932.459,1
附件一（训练集）.xlsx|材料4|833,材料4|正弦波|90|fq3|bq1,43192.86403,12425.1839829,1
附件一（训练集）.xlsx|材料1|1057,材料1|正弦波|90|fq3|bq0,6060.28700795,6167.05010301,1
附件一（训练集）.xlsx|材料1|2875,材料1|三角波|70|fq3|bq1,71241.1281971,17337.2396072,1
附件一（训练集）.xlsx|材料2|2993,材料2|梯形波|90|fq3|bq2,848809.033267,48643.654676,1
附件一（训练集）.xlsx|材料2|775,材料2|正弦波|90|fq0|bq0,780.313999402,1537.46509826,1
附件一（训练集）.xlsx|材料3|859,材料3|正弦波|90|fq2|bq0,1847.21248954,3117.0197,1
附件一（训练集）.xlsx|材料1|2625,材料1|三角波|50|fq3|bq1,40813.1387198,12347.0908074,1
附件一（训练集）.xlsx|材料4|834,材料4|正弦波|90|fq3|bq1,91872.9428985,17440.3668858,1
附件一（训练集）.xlsx|材料3|771,材料3|正弦波|90|fq2|bq0,1336.61127435,2462.31678,1
附件一（训练集）.xlsx|材料4|612,材料4|正弦波|70|fq3|bq0,4894.95511836,4942.6857909,1
附件一（训练集）.xlsx|材料1|790,材料1|正弦波|70|fq3|bq0,3500.25350873,4910.07221946,1
附件一（训练集）.xlsx|材料4|443,材料4|正弦波|70|fq0|bq0,702.73708607,1257.94476648,1
附件一（训练集）.xlsx|材料1|1036,材料1|正弦波|90|fq2|bq2,93954.0308294,17448.1818642,1
附件一（训练集）.xlsx|材料4|608,材料4|正弦波|70|fq3|bq0,20229.4293221,8743.62683005,1
附件一（训练集）.xlsx|材料1|3147,材料1|三角波|90|fq3|bq2,369074.48717,34463.8209682,1
附件一（训练集）.xlsx|材料1|788,材料1|正弦波|70|fq3|bq0,2843.90785649,4236.85206984,1
附件一（训练集）.xlsx|材料1|2894,材料1|三角波|70|fq3|bq3,1395890.31146,61348.0307348,1
附件一（训练集）.xlsx|材料1|1037,材料1|正弦波|90|fq2|bq2,134071.46189,19699.9651201,1
附件一（训练集）.xlsx|材料1|1056,材料1|正弦波|90|fq3|bq0,3011.02202538,4432.55290272,1
附件一（训练集）.xlsx|材料1|3114,材料1|梯形波|70|fq3|bq1,21125.9448028,8750.20753992,1
附件一（训练集）.xlsx|材料1|2867,材料1|三角波|70|fq3|bq3,920881.710885,48920.4736139,1
附件一（训练集）.xlsx|材料1|524,材料1|正弦波|50|fq3|bq1,35602.4944243,11112.8187223,1
附件一（训练集）.xlsx|材料2|1795,材料2|三角波|70|fq2|bq1,18074.8171622,7823.35621445,1
附件一（训练集）.xlsx|材料1|2890,材料1|三角波|70|fq3|bq2,203641.479585,27655.8262566,1
附件一（训练集）.xlsx|材料1|3142,材料1|三角波|90|fq3|bq1,23894.3240856,11016.4886658,1
附件一（训练集）.xlsx|材料4|614,材料4|正弦波|70|fq3|bq0,18833.8085595,8719.3661412,1
附件一（训练集）.xlsx|材料1|3154,材料1|三角波|90|fq3|bq3,2003651.16871,68965.0744313,1
附件一（训练集）.xlsx|材料1|1015,材料1|正弦波|90|fq2|bq1,10167.9623987,6944.2952942,1
附件一（训练集）.xlsx|材料2|858,材料2|正弦波|90|fq3|bq0,2750.86430138,3921.252,1
附件一（训练集）.xlsx|材料1|2599,材料1|三角波|50|fq3|bq0,5800.87201003,5462.38840892,1
附件一（训练集）.xlsx|材料1|3160,材料1|三角波|90|fq3|bq1,25096.5486275,11017.4874617,1
附件一（训练集）.xlsx|材料2|2501,材料2|梯形波|50|fq3|bq2,660558.32315,38902.3333444,1
附件一（训练集）.xlsx|材料2|180,材料2|正弦波|70|fq0|bq0,598.963468334,1245.03111332,1
附件一（训练集）.xlsx|材料1|1031,材料1|正弦波|90|fq2|bq1,12622.3031631,7810.5053933,1
附件一（训练集）.xlsx|材料1|2604,材料1|三角波|50|fq3|bq1,39092.4162575,12326.4105331,1
附件一（训练集）.xlsx|材料4|827,材料4|正弦波|90|fq3|bq0,8596.839523,6261.7662549,1
附件一（训练集）.xlsx|材料1|3169,材料1|三角波|90|fq3|bq3,2435686.39665,77359.732814,1
附件一（训练集）.xlsx|材料4|825,材料4|正弦波|90|fq3|bq0,5395.97187624,5175.4421217,1
附件一（训练集）.xlsx|材料1|669,材料1|正弦波|70|fq1|bq0,1054.95556994,2211.53952625,1
附件一（训练集）.xlsx|材料3|719,材料3|正弦波|70|fq3|bq1,46846.5100654,12430.0627294,1
附件一（训练集）.xlsx|材料3|721,材料3|正弦波|70|fq3|bq0,8037.31792735,6196.2318291,1
附件一（训练集）.xlsx|材料4|832,材料4|正弦波|90|fq3|bq0,30445.8332426,11072.0880558,1
附件一（训练集）.xlsx|材料1|579,材料1|正弦波|70|fq0|bq0,885.993769954,1746.11242036,1
附件一（训练集）.xlsx|材料3|1678,材料3|三角波|70|fq3|bq2,842075.437564,39165.9891607,1
附件一（训练集）.xlsx|材料1|2893,材料1|三角波|70|fq3|bq3,1140144.1458,54905.0540748,1
附件一（训练集）.xlsx|材料1|501,材料1|正弦波|50|fq2|bq0,2060.65324873,3307.82676741,1
附件一（训练集）.xlsx|材料1|3168,材料1|三角波|90|fq3|bq3,1758688.06038,68848.5033302,1
附件一（训练集）.xlsx|材料2|880,材料2|正弦波|90|fq3|bq1,115903.840503,19554.672,1
附件一（训练集）.xlsx|材料3|296,材料3|正弦波|90|fq2|bq0,1336.61127435,2462.31678,1
附件一（训练集）.xlsx|材料1|486,材料1|正弦波|50|fq2|bq0,1602.23403575,2913.8245587,1
附件一（训练集）.xlsx|材料2|1809,材料2|三角波|70|fq3|bq1,200513.381292,24612.9191362,1
附件一（训练集）.xlsx|材料1|2895,材料1|三角波|70|fq3|bq3,1870786.36616,69010.351129,2
附件一（训练集）.xlsx|材料2|762,材料2|正弦波|70|fq3|bq2,205901.013669,24598.0412619,2
附件一（训练集）.xlsx|材料2|2742,材料2|梯形波|70|fq3|bq3,1111440.2212,48878.5392111,2
附件一（训练集）.xlsx|材料3|230,材料3|正弦波|70|fq3|bq0,3397.18213025,3934.20889179,2
附件一（训练集）.xlsx|材料1|757,材料1|正弦波|70|fq2|bq0,1688.82695479,3329.27115967,2
附件一（训练集）.xlsx|材料1|1058,材料1|正弦波|90|fq3|bq0,8110.16536693,6940.22296611,2
附件一（训练集）.xlsx|材料2|2973,材料2|梯形波|90|fq3|bq0,15783.7397952,7835.2209888,2
附件一（训练集）.xlsx|材料1|791,材料1|正弦波|70|fq3|bq0,4838.82166579,5507.69063052,2
附件一（训练集）.xlsx|材料1|1034,材料1|正弦波|90|fq2|bq2,49387.8592259,13815.8296425,2
附件一（训练集）.xlsx|材料1|742,材料1|正弦波|70|fq2|bq0,4294.97840791,4919.7023249,2
附件一（训练集）.xlsx|材料3|337,材料3|正弦波|70|fq3|bq0,4724.41933441,4940.421,2
附件一（训练集）.xlsx|材料3|570,材料3|正弦波|50|fq0|bq0,819.920906279,1254.96597807,2
附件一（训练集）.xlsx|材料2|2524,材料2|三角波|70|fq3|bq3,1797007.3721,61506.6968309,2
附件一（训练集）.xlsx|材料2|2750,材料2|梯形波|70|fq3|bq2,877271.243667,48699.4239451,2
附件一（训练集）.xlsx|材料1|751,材料1|正弦波|70|fq2|bq2,109042.53977,17517.4206999,2
附件一（训练集）.xlsx|材料1|1012,材料1|正弦波|90|fq2|bq0,1465.24383452,3109.7456896,2
附件一（训练集）.xlsx|材料1|769,材料1|正弦波|70|fq2|bq2,135426.534425,19726.0800186,2
附件一（训练集）.xlsx|材料1|2592,材料1|三角波|50|fq3|bq0,18572.9373243,8733.69429993,2
附件一（训练集）.xlsx|材料2|2911,材料2|梯形波|90|fq3|bq0,20714.4942567,9777.3988884,2
附件一（训练集）.xlsx|材料1|1011,材料1|正弦波|90|fq2|bq0,1107.13921497,2760.74316925,2
附件一（训练集）.xlsx|材料1|1026,材料1|正弦波|90|fq2|bq0,1775.85075977,3487.56653111,2
附件一（训练集）.xlsx|材料2|2991,材料2|梯形波|90|fq3|bq2,291821.639902,30797.5775476,2
附件一（训练集）.xlsx|材料1|3155,材料1|三角波|90|fq3|bq3,2473796.06898,77468.7105292,2
附件一（训练集）.xlsx|材料2|760,材料2|正弦波|70|fq3|bq1,34960.649377,12382.984101,2
附件一（训练集）.xlsx|材料1|1021,材料1|正弦波|90|fq2|bq2,143106.052744,19732.3783348,2
附件一（训练集）.xlsx|材料2|2990,材料2|梯形波|90|fq3|bq1,162927.652998,24413.2624304,2
附件一（训练集）.xlsx|材料2|1000,材料2|正弦波|90|fq3|bq0,6164.32085705,6166.569,2
附件一（训练集）.xlsx|材料3|654,材料3|正弦波|70|fq0|bq0,633.40624621,1236.14816156,2
附件一（训练集）.xlsx|材料1|1027,材料1|正弦波|90|fq2|bq0,2497.84676906,3930.84365444,2
附件一（训练集）.xlsx|材料2|845,材料2|正弦波|90|fq3|bq1,35742.2545532,12413.1604791,2
附件一（训练集）.xlsx|材料3|235,材料3|正弦波|70|fq3|bq0,4577.94735452,4940.0213076,2
附件一（训练集）.xlsx|材料1|1019,材料1|正弦波|90|fq2|bq2,43890.3948332,12465.7884897,2
附件一（训练集）.xlsx|材料1|765,材料1|正弦波|70|fq2|bq1,33218.5925363,11133.0806119,2
附件一（训练集）.xlsx|材料1|787,材料1|正弦波|70|fq3|bq3,404103.162831,31041.4804149,2
附件一（训练集）.xlsx|材料2|346,材料2|正弦波|90|fq3|bq1,35742.2545532,12413.1604791,2
附件一（训练集）.xlsx|材料1|784,材料1|正弦波|70|fq3|bq1,37028.1247945,12434.0210371,2
附件一（训练集）.xlsx|材料1|985,材料1|正弦波|90|fq2|bq1,15536.8693368,7823.54975952,2
附件一（训练集）.xlsx|材料1|737,材料1|正弦波|70|fq2|bq0,1349.4258976,2939.68303915,2
附件一（训练集）.xlsx|材料1|1035,材料1|正弦波|90|fq2|bq2,68753.3604681,15589.7401216,2
附件一（训练集）.xlsx|材料3|1987,材料3|三角波|90|fq2|bq2,95167.793032,15625.5344936,2
附件一（训练集）.xlsx|材料1|3387,材料1|梯形波|90|fq3|bq3,543781.089691,34553.0920152,2
附件一（训练集）.xlsx|材料2|2040,材料2|三角波|90|fq3|bq0,21136.912632,9823.34906369,2
附件一（训练集）.xlsx|材料1|3397,材料1|梯形波|90|fq3|bq0,18279.1048764,8715.3495398,2
附件一（训练集）.xlsx|材料1|2602,材料1|三角波|50|fq3|bq0,21487.593275,9904.61450176,2
附件一（训练集）.xlsx|材料1|2883,材料1|三角波|70|fq3|bq3,1528119.78751,61423.3839159,2
附件一（训练集）.xlsx|材料3|1677,材料3|三角波|70|fq3|bq2,495347.083062,31049.6218152,2
附件一（训练集）.xlsx|材料2|2762,材料2|三角波|90|fq3|bq1,122827.680359,19459.7952638,2
附件一（训练集）.xlsx|材料1|746,材料1|正弦波|70|fq2|bq1,19524.3261935,8790.9396014,2
附件一（训练集）.xlsx|材料3|3182,材料3|梯形波|90|fq3|bq2,397119.442992,30974.3949722,2
附件一（训练集）.xlsx|材料1|3388,材料1|梯形波|90|fq3|bq3,748320.823536,38868.0997188,2
附件一（训练集）.xlsx|材料1|792,材料1|正弦波|70|fq3|bq0,6381.82692396,6199.71381594,2
附件一（训练集）.xlsx|材料3|2888,材料3|梯形波|70|fq3|bq2,345961.545404,30914.1613841,2
附件一（训练集）.xlsx|材料1|517,材料1|正弦波|50|fq3|bq0,2261.40233998,3507.61607138,2
附件一（训练集）.xlsx|材料2|844,材料2|正弦波|90|fq3|bq0,21441.6923416,9875.8024521,2
附件一（训练集）.xlsx|材料2|2671,材料2|梯形波|70|fq3|bq2,949751.843764,48722.8960062,2
附件一（训练集）.xlsx|材料4|2762,材料4|梯形波|90|fq2|bq0,916.729610446,1753.58726625,2
附件一（训练集）.xlsx|材料1|778,材料1|正弦波|70|fq3|bq0,3764.70147321,4914.7159701,2
附件一（训练集）.xlsx|材料1|1039,材料1|正弦波|90|fq2|bq2,236784.891424,24720.6263625,2
附件一（训练集）.xlsx|材料1|1068,材料1|正弦波|90|fq3|bq2,148017.793126,22149.6944115,2
附件一（训练集）.xlsx|材料1|768,材料1|正弦波|70|fq2|bq2,96534.8712745,17433.3110932,2
附件一（训练集）.xlsx|材料3|1946,材料3|三角波|90|fq3|bq3,1318951.66773,49066.8116505,2
附件一（训练集）.xlsx|材料2|2654,材料2|梯形波|70|fq3|bq3,1459315.6753,49085.783845,2
附件一（训练集）.xlsx|材料3|715,材料3|正弦波|70|fq3|bq0,3397.18213025,3934.20889179,2
附件一（训练集）.xlsx|材料1|1059,材料1|正弦波|90|fq3|bq0,10663.3222997,7817.48483109,2
附件一（训练集）.xlsx|材料2|2732,材料2|梯形波|70|fq3|bq0,16739.3507681,7840.8607607,2
附件一（训练集）.xlsx|材料2|2914,材料2|梯形波|90|fq3|bq1,181123.175626,24448.2925292,2
附件一（训练集）.xlsx|材料1|1025,材料1|正弦波|90|fq2|bq0,1383.90236734,3087.4846197,2
附件一（训练集）.xlsx|材料1|754,材料1|正弦波|70|fq2|bq3,267482.38982,24726.0962751,2
附件一（训练集）.xlsx|材料2|2982,材料2|梯形波|90|fq3|bq1,129914.711731,19673.4140229,2
附件一（训练集）.xlsx|材料1|1010,材料1|正弦波|90|fq2|bq0,1323.06062327,2931.77441865,2
附件一（训练集）.xlsx|材料2|2912,材料2|梯形波|90|fq3|bq1,65063.4835581,15542.6502691,3
附件一（训练集）.xlsx|材料2|2734,材料2|梯形波|70|fq3|bq2,147360.928419,19603.6306726,3
附件一（训练集）.xlsx|材料1|2886,材料1|三角波|70|fq3|bq0,20060.4459185,9937.77198732,3
附件一（训练集）.xlsx|材料1|2870,材料1|三角波|70|fq3|bq0,6313.19784088,6101.07297666,3
附件一（训练集）.xlsx|材料1|438,材料1|正弦波|50|fq1|bq0,1745.38254965,2762.067916,3
附件一（训练集）.xlsx|材料1|2620,材料1|三角波|50|fq3|bq3,2516350.81345,68955.1960605,3
附件一（训练集）.xlsx|材料1|771,材料1|正弦波|70|fq2|bq2,254700.621822,24728.8511753,3
附件一（训练集）.xlsx|材料2|2909,材料2|梯形波|90|fq3|bq0,7161.80444742,6231.9407124,3
附件一（训练集）.xlsx|材料1|526,材料1|正弦波|50|fq3|bq1,59280.5161027,13836.5593431,3
附件一（训练集）.xlsx|材料2|2989,材料2|梯形波|90|fq3|bq1,61952.0542783,15540.2103667,3
附件一（训练集）.xlsx|材料1|1023,材料1|正弦波|90|fq2|bq3,265053.934018,24780.848642,3
附件一（训练集）.xlsx|材料1|1063,材料1|正弦波|90|fq3|bq1,32213.4642929,12423.1882054,3
附件一（训练集）.xlsx|材料1|1043,材料1|正弦波|90|fq3|bq0,3496.8655055,4924.1607636,3
附件一（训练集）.xlsx|材料1|1044,材料1|正弦波|90|fq3|bq0,4874.80556673,5510.6302977,3
附件一（训练集）.xlsx|材料2|2523,材料2|三角波|70|fq3|bq3,1081967.71059,48884.9792029,3
附件一（训练集）.xlsx|材料3|1944,材料3|三角波|90|fq3|bq2,451248.48573,31003.1569515,3
附件一（训练集）.xlsx|材料3|3185,材料3|梯形波|90|fq3|bq0,4734.27934691,4929.25832178,3
附件一（训练集）.xlsx|材料1|2354,材料1|三角波|25|fq3|bq3,4022089.44244,77566.1924636,3
附件一（训练集）.xlsx|材料1|731,材料1|正弦波|70|fq2|bq2,86994.2997734,15600.80025,3
附件一（训练集）.xlsx|材料2|2992,材料2|梯形波|90|fq3|bq2,556613.762379,38904.6817505,3
附件一（训练集）.xlsx|材料3|2919,材料3|三角波|90|fq3|bq1,124558.318857,19477.0426483,3
附件一（训练集）.xlsx|材料1|721,材料1|正弦波|70|fq2|bq0,1746.36558527,3104.429475,3
附件一（训练集）.xlsx|材料1|2876,材料1|三角波|70|fq3|bq2,169449.607266,24586.343399,3
附件一（训练集）.xlsx|材料3|1993,材料3|三角波|90|fq3|bq1,80992.1818387,15560.1335202,3
附件一（训练集）.xlsx|材料1|719,材料1|正弦波|70|fq2|bq0,1304.02393179,2618.2613415,3
附件一（训练集）.xlsx|材料2|2037,材料2|三角波|90|fq3|bq3,2107284.51273,61640.4021617,3
附件一（训练集）.xlsx|材料2|1806,材料2|三角波|70|fq3|bq0,12429.0483163,7782.7380077,3
附件一（训练集）.xlsx|材料3|796,材料3|正弦波|90|fq3|bq1,39752.7171394,12439.1763141,3
附件一（训练集）.xlsx|材料1|3165,材料1|三角波|90|fq3|bq3,764495.927998,48794.1859932,3
附件一（训练集）.xlsx|材料1|702,材料1|正弦波|70|fq2|bq0,1433.76265059,2760.61762434,3
附件一（训练集）.xlsx|材料1|942,材料1|正弦波|90|fq1|bq0,1158.68357647,2465.48833174,3
附件一（训练集）.xlsx|材料1|3125,材料1|梯形波|70|fq3|bq0,3019.63184129,3947.08152768,3
附件一（训练集）.xlsx|材料1|3158,材料1|三角波|90|fq3|bq0,10462.2759815,7761.91745236,3
附件一（训练集）.xlsx|材料1|2619,材料1|三角波|50|fq3|bq3,1811937.84182,61316.1796391,3
附件一（训练集）.xlsx|材料1|3138,材料1|三角波|90|fq3|bq0,7946.73440329,6914.73254566,3
附件一（训练集）.xlsx|材料4|2457,材料4|三角波|70|fq3|bq2,313275.05506,27401.5328896,3
附件一（训练集）.xlsx|材料3|2878,材料3|梯形波|70|fq3|bq2,458399.909163,31063.8326849,3
