row_id,material,waveform,q5_region_id,y_pred_oof,y_pred_full,core_loss_W_per_m3,full_oof_log_gap,full_oof_gap_p90,full_oof_gap_pass,oof_absolute_log_residual,oof_residual_p90,oof_residual_pass,dual_pareto_pass,region_fold_support_pass,prebootstrap_single_point_eligible
附件一（训练集）.xlsx|材料3|1292,材料3,三角波,材料3|三角波|50|fq2|bq0,13549.98931,13514.9679975,12988.14584,0.00258775536869,0.0143585670745,True,0.0423454831444,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料3|1441,材料3,三角波,材料3|三角波|50|fq3|bq0,20942.7341963,20999.8880851,22014.71396,0.00272520867104,0.0143585670745,True,0.0499169513725,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料3|2684,材料3,梯形波,材料3|梯形波|70|fq3|bq1,59202.5873854,59562.4869376,68279.33008,0.00606061327812,0.0137453797317,True,0.142639594346,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料4|1522,材料4,三角波,材料4|三角波|70|fq2|bq0,5855.53586385,5972.24074453,7303.073751,0.0197313391233,0.0310059616819,True,0.220873961308,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料4|302,材料4,正弦波,材料4|正弦波|50|fq1|bq0,5555.52589776,5551.55653959,4739.26438,0.000714614975864,0.0175580308738,True,0.158880163914,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料4|803,材料4,正弦波,材料4|正弦波|90|fq3|bq1,17694.7082384,17511.7054418,20452.90182,0.0103954950255,0.0175580308738,True,0.144851524561,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料4|1140,材料4,三角波,材料4|三角波|25|fq1|bq1,5585.62935815,5542.40232449,6212.021797,0.00776767797987,0.0310059616819,True,0.106271251136,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料4|168,材料4,正弦波,材料4|正弦波|25|fq3|bq1,155336.358291,153446.940041,146425.2775,0.0122379001919,0.0175580308738,True,0.0590771803256,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料3|1137,材料3,三角波,材料3|三角波|25|fq3|bq2,1585966.59874,1598005.19115,1162443.494,0.00756202819028,0.0143585670745,True,0.310669583215,0.306268896917,False,False,False,False
附件一（训练集）.xlsx|材料1|967,材料1,正弦波,材料1|正弦波|90|fq1|bq2,31966.0356116,31854.0322366,25168.44714,0.00350986715907,0.0133942569551,True,0.239074390838,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料4|2760,材料4,梯形波,材料4|梯形波|90|fq1|bq3,284256.254979,285843.761141,325056.6612,0.005569214703,0.0127501910761,True,0.134122930132,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料4|932,材料4,三角波,材料4|三角波|25|fq1|bq1,20334.1942567,20151.5260389,18206.85275,0.00902344987116,0.0310059616819,True,0.110500121332,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|884,材料1,正弦波,材料1|正弦波|90|fq0|bq3,108475.63929,107798.315557,87413.41476,0.00626353445409,0.0133942569551,True,0.21587464605,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料3|1234,材料3,三角波,材料3|三角波|25|fq1|bq3,445441.729444,447961.201882,467334.4051,0.00564017284589,0.0143585670745,True,0.0479785268729,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料2|1524,材料2,三角波,材料2|三角波|50|fq1|bq3,111644.507428,111305.460811,121317.1219,0.00304143426977,0.0140403461107,True,0.0830874626704,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料1|2264,材料1,三角波,材料1|三角波|90|fq0|bq3,226923.913826,228057.321187,233589.7042,0.00498220425838,0.014296241243,True,0.0289512698319,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料4|1870,材料4,三角波,材料4|三角波|90|fq0|bq1,2613.56416884,2624.27926112,1931.574261,0.00408985778263,0.0310059616819,True,0.302244489624,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料4|130,材料4,正弦波,材料4|正弦波|25|fq2|bq0,1956.50151224,1983.21246122,1447.652109,0.0135531690188,0.0175580308738,True,0.301035377314,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料3|2897,材料3,梯形波,材料3|梯形波|70|fq0|bq3,79224.5726093,79668.1115636,76512.50907,0.00558281869053,0.0137453797317,True,0.034831818792,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料4|2048,材料4,三角波,材料4|三角波|25|fq2|bq1,11282.5140467,11208.7866696,9540.551096,0.00655551998036,0.0310059616819,True,0.167686665594,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料3|1889,材料3,三角波,材料3|三角波|90|fq1|bq2,62778.2643879,62554.7254327,56925.64652,0.00356706762485,0.0143585670745,True,0.0978612981394,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料3|962,材料3,正弦波,材料3|正弦波|25|fq0|bq1,4833.84255604,4711.46218781,8205.967006,0.0256380360564,0.0190497212496,False,0.529134863421,0.375140258962,False,False,False,False
附件一（训练集）.xlsx|材料1|244,材料1,正弦波,材料1|正弦波|25|fq2|bq0,5754.65561033,5760.68255143,4704.915331,0.00104658586307,0.0133942569551,True,0.201362657382,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料1|622,材料1,正弦波,材料1|正弦波|70|fq1|bq1,6861.42407156,6856.86816582,5307.631418,0.000664112079923,0.0133942569551,True,0.25672667721,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料4|1274,材料4,三角波,材料4|三角波|50|fq2|bq1,77262.9044268,78183.5333224,65871.26467,0.0118449522274,0.0310059616819,True,0.159509409198,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料2|1147,材料2,三角波,材料2|三角波|25|fq3|bq1,391210.979774,382313.835404,275627.8313,0.023005115226,0.0140403461107,False,0.350194414323,0.29337681107,False,False,False,False
附件一（训练集）.xlsx|材料1|2118,材料1,三角波,材料1|三角波|90|fq2|bq3,646213.343032,648941.503249,740509.5173,0.00421287083467,0.014296241243,True,0.13620858747,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料3|2617,材料3,三角波,材料3|三角波|70|fq3|bq1,77120.882315,77406.9204457,82713.79853,0.00370204908404,0.0143585670745,True,0.0700114707271,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料1|3251,材料1,梯形波,材料1|梯形波|90|fq1|bq0,3303.68959951,3347.54048807,2863.209759,0.0131820252608,0.011242077398,False,0.143050064148,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料4|1381,材料4,三角波,材料4|三角波|50|fq0|bq3,455580.30844,456804.120912,519337.2151,0.00268266420144,0.0310059616819,True,0.130981133302,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料4|1871,材料4,三角波,材料4|三角波|90|fq0|bq1,6340.12179565,6356.79665724,4671.809741,0.00262618761362,0.0310059616819,True,0.305295143815,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料3|2041,材料3,梯形波,材料3|梯形波|25|fq1|bq3,697707.787344,692361.368366,669451.024,0.00769233333013,0.0137453797317,True,0.0413423024809,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料2|166,材料2,正弦波,材料2|正弦波|50|fq3|bq1,94239.1781558,93795.0994728,96732.98674,0.00472333864735,0.0213803155083,True,0.0261181961308,0.385179645545,True,False,False,False
附件一（训练集）.xlsx|材料2|293,材料2,正弦波,材料2|正弦波|90|fq0|bq2,13165.3255751,13073.6661354,8767.747571,0.00698600216726,0.0213803155083,True,0.406468489353,0.385179645545,False,False,False,False
附件一（训练集）.xlsx|材料1|225,材料1,正弦波,材料1|正弦波|25|fq2|bq3,662822.362051,663167.42454,584646.126,0.000520459478375,0.0133942569551,True,0.125500070631,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料1|2439,材料1,梯形波,材料1|梯形波|25|fq1|bq3,108145.833021,107080.915869,122895.1649,0.0098957583291,0.011242077398,True,0.127849942279,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料4|1144,材料4,三角波,材料4|三角波|25|fq1|bq1,23951.6910977,24099.3905627,28247.80732,0.00614736558105,0.0310059616819,True,0.164970557235,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|3328,材料1,梯形波,材料1|梯形波|90|fq2|bq2,94330.0615702,94409.3186659,90077.48621,0.00083984868882,0.011242077398,True,0.0461291670914,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料4|2278,材料4,梯形波,材料4|梯形波|50|fq0|bq1,2302.37640402,2273.67565962,2717.587015,0.0125385731825,0.0127501910761,True,0.16573621733,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料3|936,材料3,正弦波,材料3|正弦波|25|fq0|bq2,19876.0579105,19872.7530785,31430.36,0.000166277463297,0.0190497212496,True,0.458239922787,0.375140258962,False,False,False,False
附件一（训练集）.xlsx|材料1|259,材料1,正弦波,材料1|正弦波|25|fq3|bq0,2817.36326837,2860.10313299,2480.678594,0.0150509461354,0.0133942569551,False,0.12722113153,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料1|3077,材料1,梯形波,材料1|梯形波|70|fq2|bq2,54862.7466011,55171.4102831,55866.92809,0.00561023758613,0.011242077398,True,0.0181377012651,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料3|1996,材料3,三角波,材料3|三角波|90|fq3|bq0,7713.38107634,7822.0310675,12376.85085,0.0139858248173,0.0143585670745,True,0.47282239446,0.306268896917,False,False,False,False
附件一（训练集）.xlsx|材料1|1449,材料1,三角波,材料1|三角波|50|fq2|bq0,7692.17869817,7683.52091561,8333.920115,0.00112601802509,0.014296241243,True,0.0801198789951,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料4|395,材料4,正弦波,材料4|正弦波|50|fq3|bq1,46825.2771099,46348.0945163,44975.13335,0.0102427660272,0.0175580308738,True,0.0403125429874,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料2|109,材料2,正弦波,材料2|正弦波|50|fq0|bq1,5698.98567106,5687.7908217,6792.580689,0.00196594480061,0.0213803155083,True,0.175514489006,0.385179645545,True,False,False,False
附件一（训练集）.xlsx|材料1|738,材料1,正弦波,材料1|正弦波|70|fq2|bq0,1258.10964987,1239.25264576,1429.962384,0.0150897386534,0.0133942569551,False,0.127942369618,0.359638596843,True,True,True,False
附件一（训练集）.xlsx|材料4|1838,材料4,三角波,材料4|三角波|90|fq3|bq0,95425.4708594,97210.1644396,124014.8,0.0185295530735,0.0310059616819,True,0.262052964556,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|1306,材料1,三角波,材料1|三角波|25|fq3|bq1,224339.084088,222666.379882,175226.174,0.00748404511465,0.014296241243,True,0.247079863826,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料2|1406,材料2,三角波,材料2|三角波|50|fq2|bq3,1853331.70215,1858148.51824,1742358.471,0.00259563080642,0.0140403461107,True,0.0617452665471,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料2|1117,材料2,三角波,材料2|三角波|25|fq2|bq0,32218.9925725,32257.0053144,22072.37235,0.00117909201742,0.0140403461107,True,0.378215136182,0.29337681107,False,False,False,False
附件一（训练集）.xlsx|材料1|2777,材料1,梯形波,材料1|梯形波|50|fq2|bq0,8160.23098081,8170.77594139,7134.442491,0.00129124564697,0.011242077398,True,0.134320747125,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料1|1446,材料1,三角波,材料1|三角波|50|fq2|bq0,3679.51230499,3666.30525322,4040.968549,0.0035948268688,0.014296241243,True,0.0936798820981,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料1|3143,材料1,三角波,材料1|三角波|90|fq3|bq1,38622.4963811,37995.650907,51309.35938,0.0163627839995,0.014296241243,False,0.284031863207,0.286493148581,True,True,False,False
附件一（训练集）.xlsx|材料2|1395,材料2,三角波,材料2|三角波|50|fq1|bq1,22218.5180044,22335.5904713,22527.51936,0.00525507008244,0.0140403461107,True,0.0138109416822,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料2|2559,材料2,梯形波,材料2|梯形波|70|fq2|bq2,140984.770661,141582.763094,132991.0679,0.00423253928175,0.011062146604,True,0.0583694813942,0.360003205007,True,False,False,False
附件一（训练集）.xlsx|材料1|160,材料1,正弦波,材料1|正弦波|25|fq1|bq0,4544.44153067,4557.30088092,4792.365224,0.0028250708821,0.0133942569551,True,0.0531078473589,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料1|1268,材料1,三角波,材料1|三角波|25|fq3|bq0,26189.4542071,26482.0490696,25299.31928,0.0111098694355,0.014296241243,True,0.0345779857208,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料3|2062,材料3,梯形波,材料3|梯形波|25|fq2|bq3,823018.198566,826835.266399,741083.7579,0.00462716246913,0.0137453797317,True,0.10486452606,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料3|3183,材料3,梯形波,材料3|梯形波|90|fq3|bq2,734131.124259,740483.204002,817869.7747,0.00861528373242,0.0137453797317,True,0.108015328766,0.320208639642,True,False,True,False
附件一（训练集）.xlsx|材料2|1864,材料2,三角波,材料2|三角波|90|fq1|bq2,38946.0843886,39258.7620714,27717.03333,0.00799621421878,0.0140403461107,True,0.340120690166,0.29337681107,False,False,False,False
附件一（训练集）.xlsx|材料1|2667,材料1,梯形波,材料1|梯形波|50|fq0|bq1,4249.44221048,4221.83643694,4317.329902,0.00651598333126,0.011242077398,True,0.0158457037007,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料4|960,材料4,三角波,材料4|三角波|25|fq2|bq0,12196.7039693,11916.1225664,9150.4835,0.0232714977294,0.0310059616819,True,0.287331737497,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料2|1515,材料2,三角波,材料2|三角波|50|fq0|bq2,22846.6817221,22865.9410823,30830.01777,0.000842590845465,0.0140403461107,True,0.299671597849,0.29337681107,False,False,False,False
附件一（训练集）.xlsx|材料1|2579,材料1,梯形波,材料1|梯形波|25|fq3|bq3,728167.03825,722612.009056,665211.0648,0.00765802165987,0.011242077398,True,0.0904259590775,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料3|2523,材料3,梯形波,材料3|梯形波|50|fq1|bq3,1906802.58071,1886752.36234,1607314.467,0.0105707679487,0.0137453797317,True,0.170862946693,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料2|1264,材料2,三角波,材料2|三角波|25|fq3|bq2,1130636.62632,1125582.83482,946587.5768,0.0044798793374,0.0140403461107,True,0.177672473856,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料1|2984,材料1,梯形波,材料1|梯形波|70|fq1|bq3,520346.010721,516789.746546,481686.9956,0.00685787030272,0.011242077398,True,0.0771993249,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料1|829,材料1,正弦波,材料1|正弦波|90|fq0|bq1,3820.52410844,3767.47514588,2815.832497,0.0139788752629,0.0133942569551,False,0.305036298671,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料1|2382,材料1,梯形波,材料1|梯形波|25|fq0|bq3,165690.821384,165601.213165,191702.2985,0.000540958857332,0.011242077398,True,0.145819291234,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料4|2181,材料4,三角波,材料4|三角波|50|fq3|bq0,4294.95238983,4145.47153442,3761.702528,0.0354155347834,0.0310059616819,False,0.132535818037,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|318,材料1,正弦波,材料1|正弦波|50|fq0|bq0,1132.03126273,1120.47502557,1243.598131,0.0102517685863,0.0133942569551,True,0.0939161169221,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料2|303,材料2,正弦波,材料2|正弦波|90|fq1|bq3,681223.067616,684591.290447,663683.0988,0.00493218526662,0.0213803155083,True,0.0260849979182,0.385179645545,True,False,False,False
附件一（训练集）.xlsx|材料2|1435,材料2,三角波,材料2|三角波|50|fq3|bq0,9090.62498875,9205.89885,12023.33634,0.0125994191875,0.0140403461107,True,0.279578965596,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料4|2651,材料4,梯形波,材料4|梯形波|90|fq0|bq1,2322.6937266,2287.33502536,1887.645643,0.0153335531617,0.0127501910761,False,0.207298061935,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料3|2425,材料3,梯形波,材料3|梯形波|50|fq1|bq3,152909.706352,152972.163022,159476.636,0.000408368515775,0.0137453797317,True,0.0420495668215,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料1|1675,材料1,三角波,材料1|三角波|50|fq0|bq3,442698.976787,443674.557099,417537.1201,0.00220128076339,0.014296241243,True,0.0585164415515,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料4|270,材料4,正弦波,材料4|正弦波|50|fq1|bq2,110038.457593,110074.985963,107734.0556,0.000331901930597,0.0175580308738,True,0.0211639826267,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料1|1250,材料1,三角波,材料1|三角波|25|fq3|bq0,21659.0608431,21695.5364984,19653.60795,0.00168258886269,0.014296241243,True,0.0971582384799,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料2|1222,材料2,三角波,材料2|三角波|25|fq1|bq2,49446.1730376,49849.0536432,63770.04092,0.00811468416205,0.0140403461107,True,0.254394294892,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料3|2850,材料3,梯形波,材料3|梯形波|70|fq3|bq1,22025.8575148,22053.8486518,17925.72123,0.00126996630558,0.0137453797317,True,0.205970099055,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料4|1503,材料4,三角波,材料4|三角波|70|fq2|bq1,70547.2250598,71334.5006083,83095.64987,0.011097588883,0.0310059616819,True,0.16370786724,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料2|829,材料2,正弦波,材料2|正弦波|90|fq2|bq0,1865.10433524,1832.56867587,2249.995515,0.0175888507217,0.0213803155083,True,0.187519554765,0.385179645545,True,False,False,False
附件一（训练集）.xlsx|材料1|2641,材料1,梯形波,材料1|梯形波|50|fq0|bq2,5630.03000845,5674.27233325,6683.739763,0.00782617504454,0.011242077398,True,0.17153490589,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料3|1637,材料3,三角波,材料3|三角波|70|fq1|bq3,111494.992536,112106.532294,113554.7983,0.00546987157927,0.0143585670745,True,0.0183056822233,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料3|3059,材料3,梯形波,材料3|梯形波|90|fq2|bq0,4588.75921177,4540.88391181,3718.675811,0.0104856788568,0.0137453797317,True,0.21019104648,0.320208639642,True,False,False,False
附件一（训练集）.xlsx|材料4|2596,材料4,三角波,材料4|三角波|90|fq3|bq0,4716.67419565,4737.01878371,6613.14714,0.00430314721468,0.0310059616819,True,0.337894938067,0.331426655222,False,False,False,False
附件一（训练集）.xlsx|材料1|1408,材料1,三角波,材料1|三角波|50|fq1|bq0,2364.15186774,2377.9321727,2213.649822,0.00580948549805,0.014296241243,True,0.0657479374777,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料3|2010,材料3,三角波,材料3|三角波|25|fq3|bq3,3788460.82272,3777629.80503,2613061.03,0.00286304321699,0.0143585670745,True,0.371437359935,0.306268896917,False,False,False,False
附件一（训练集）.xlsx|材料3|1715,材料3,三角波,材料3|三角波|70|fq2|bq3,820617.967637,827808.958724,742569.3032,0.00872471549995,0.0143585670745,True,0.0999413434536,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料3|1777,材料3,三角波,材料3|三角波|90|fq2|bq2,256646.038172,256925.297196,251212.0912,0.00108751382633,0.0143585670745,True,0.0214002007149,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料2|2880,材料2,梯形波,材料2|梯形波|90|fq2|bq2,191260.813289,191721.799029,181624.009,0.00240733412153,0.011062146604,True,0.0516990681873,0.360003205007,True,False,False,False
附件一（训练集）.xlsx|材料4|2535,材料4,梯形波,材料4|梯形波|70|fq1|bq2,31596.8519507,31600.6817726,29558.41874,0.000121197789891,0.0127501910761,True,0.0666867098868,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料3|201,材料3,正弦波,材料3|正弦波|70|fq1|bq0,1888.37171742,1895.5789912,1395.217941,0.0038073831601,0.0190497212496,True,0.302477238811,0.375140258962,True,False,False,False
附件一（训练集）.xlsx|材料4|2375,材料4,梯形波,材料4|梯形波|50|fq2|bq0,1974.28373406,1979.45270343,1520.589975,0.00261340581894,0.0127501910761,True,0.260956226522,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料3|1898,材料3,三角波,材料3|三角波|90|fq1|bq3,1029146.50879,1042772.02978,1076561.134,0.013152741299,0.0143585670745,True,0.0450419565171,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料1|1371,材料1,三角波,材料1|三角波|25|fq1|bq2,38447.5746041,38381.4160684,41613.78546,0.00172218401644,0.014296241243,True,0.0791338999825,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料3|2610,材料3,三角波,材料3|三角波|70|fq3|bq2,1269230.34249,1274519.83224,1102226.695,0.0041588150185,0.0143585670745,True,0.141078165934,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料4|1507,材料4,三角波,材料4|三角波|70|fq2|bq0,4479.04599975,4524.32423697,5446.207096,0.0100559149883,0.0310059616819,True,0.195469703698,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料4|1390,材料4,三角波,材料4|三角波|50|fq1|bq2,24805.2020967,24887.1134403,25724.84079,0.00329661116757,0.0310059616819,True,0.0364022585073,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|3214,材料1,梯形波,材料1|梯形波|90|fq1|bq3,97557.0809797,96890.1309722,83377.89749,0.00685991592635,0.011242077398,True,0.15705265335,0.268110445612,True,False,False,False
附件一（训练集）.xlsx|材料3|871,材料3,正弦波,材料3|正弦波|70|fq1|bq0,1609.90523853,1572.73892429,1124.79,0.0233420123747,0.0190497212496,False,0.358311269508,0.375140258962,True,False,False,False
附件一（训练集）.xlsx|材料2|1801,材料2,三角波,材料2|三角波|70|fq3|bq1,25641.3468149,25615.3618786,27082.88115,0.00101387409821,0.0140403461107,True,0.0546936021079,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料4|1033,材料4,三角波,材料4|三角波|25|fq3|bq0,56113.1693074,56325.3654053,40479.70479,0.00377437461237,0.0310059616819,True,0.326562917314,0.331426655222,True,False,False,False
附件一（训练集）.xlsx|材料1|1589,材料1,三角波,材料1|三角波|50|fq3|bq1,263553.362494,265644.776853,270071.1319,0.00790409938273,0.014296241243,True,0.0244294225262,0.286493148581,True,False,False,False
附件一（训练集）.xlsx|材料2|1899,材料2,三角波,材料2|三角波|90|fq3|bq0,12398.5701496,12522.7432173,19422.6685,0.00996449334891,0.0140403461107,True,0.448830541561,0.29337681107,False,False,False,False
附件一（训练集）.xlsx|材料3|1660,材料3,三角波,材料3|三角波|70|fq2|bq1,21458.4888683,21448.7508307,19855.11361,0.000453890016953,0.0143585670745,True,0.077654968897,0.306268896917,True,False,False,False
附件一（训练集）.xlsx|材料4|2345,材料4,梯形波,材料4|梯形波|50|fq1|bq2,114743.006196,116056.025936,125672.851,0.0113780592154,0.0127501910761,True,0.0909864529167,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料4|2500,材料4,梯形波,材料4|梯形波|70|fq0|bq3,136052.257034,135562.687457,149628.1545,0.00360485689197,0.0127501910761,True,0.0951135246539,0.293008649457,True,False,False,False
附件一（训练集）.xlsx|材料4|233,材料4,正弦波,材料4|正弦波|50|fq0|bq3,97376.6495587,98122.1098735,93325.12307,0.00762619981521,0.0175580308738,True,0.0424966549706,0.335334399198,True,False,False,False
附件一（训练集）.xlsx|材料2|1534,材料2,三角波,材料2|三角波|50|fq2|bq1,15255.364636,14995.5989938,14159.61739,0.0171733275186,0.0140403461107,False,0.0745320808624,0.29337681107,True,False,False,False
附件一（训练集）.xlsx|材料1|377,材料1,正弦波,材料1|正弦波|50|fq1|bq3,211716.207341,210813.001771,196926.3359,0.00427522003685,0.0133942569551,True,0.0724166491664,0.359638596843,True,False,False,False
附件一（训练集）.xlsx|材料3|1699,材料3,三角波,材料3|三角波|70|fq1|bq2,31100.1706889,30883.1937248,29755.90488,0.00700093812074,0.0143585670745,True,0.0441842593386,0.306268896917,True,False,False,False
