dataset,scope,position,finite_count,missing_count,nonfinite_count,min,max,mean,std_population
test2,测试集,108,80,0,0,-0.098007235,0.153386732,0.016642103275,0.037954090648944463
test2,测试集,109,80,0,0,-0.097960314,0.153016367,0.016840303350000006,0.03781594518936513
test2,测试集,110,80,0,0,-0.097907481,0.152651799,0.0170386922875,0.037681681562154054
test2,测试集,111,80,0,0,-0.097852658,0.152285197,0.017237795162500003,0.037551348620590605
test2,测试集,112,80,0,0,-0.097796957,0.151920095,0.017437461825,0.037425126185210496
test2,测试集,113,80,0,0,-0.097736286,0.151553584,0.017636198412499998,0.037302415121748235
test2,测试集,114,80,0,0,-0.097670517,0.151185658,0.0178340679625,0.03718300063840991
test2,测试集,115,80,0,0,-0.097603006,0.150824163,0.0180323571125,0.03706776681146817
test2,测试集,116,80,0,0,-0.097531211,0.150465696,0.018231345375000003,0.036956975801659665
test2,测试集,117,80,0,0,-0.097451896,0.150106679,0.018430414675,0.03685031649412681
test2,测试集,118,80,0,0,-0.097369109,0.149754111,0.018629365862500004,0.03674772405675164
test2,测试集,119,80,0,0,-0.09728489,0.149400267,0.018828197312500006,0.03664904438694198
test2,测试集,120,80,0,0,-0.097197579,0.149040795,0.0190271171375,0.036554344093220656
test2,测试集,121,80,0,0,-0.097106312,0.148681107,0.019225798762500003,0.03646357312785396
test2,测试集,122,80,0,0,-0.097010828,0.148325689,0.0194244288,0.03637668250017944
test2,测试集,123,80,0,0,-0.096913194,0.147971653,0.019622720674999997,0.03629388131447396
test2,测试集,124,80,0,0,-0.09681213,0.147616791,0.0198210219125,0.036215142223550996
test2,测试集,125,80,0,0,-0.096704362,0.14726283,0.020019343437499993,0.03614040991405381
test2,测试集,126,80,0,0,-0.096592174,0.146905207,0.020217497550000005,0.036069656873309514
test2,测试集,127,80,0,0,-0.096476987,0.14655154,0.0204156791,0.036003284157216583
test2,测试集,128,80,0,0,-0.096357036,0.146202109,0.0206142526625,0.0359413854539855
test2,测试集,129,80,0,0,-0.096232444,0.145850367,0.020812453575,0.03588337430215655
test2,测试集,130,80,0,0,-0.096106207,0.14549601,0.02101041484999999,0.03582921846134615
test2,测试集,131,80,0,0,-0.095977233,0.145138639,0.021208282275000004,0.035779337660927064
test2,测试集,132,80,0,0,-0.095844219,0.144777567,0.021406361262500007,0.03573349487101408
test2,测试集,133,80,0,0,-0.095708397,0.144419137,0.021604453712500006,0.035692142830849094
test2,测试集,134,80,0,0,-0.095568079,0.144068284,0.021802183149999998,0.03565546530695843
test2,测试集,135,80,0,0,-0.09542332,0.143720581,0.021999887674999996,0.03562272625067525
test2,测试集,136,80,0,0,-0.09527347,0.143372411,0.022197463074999996,0.03559398843185753
test2,测试集,137,80,0,0,-0.095118366,0.143020725,0.02239478093749999,0.03556954233399614
test2,测试集,138,80,0,0,-0.094961524,0.142664665,0.0225920626375,0.03554903678690398
test2,测试集,139,80,0,0,-0.094801404,0.142310297,0.02278910553750001,0.03553273608768928
test2,测试集,140,80,0,0,-0.094637068,0.141957771,0.0229863220625,0.03552089235664786
test2,测试集,141,80,0,0,-0.094468942,0.141607365,0.023183479287499996,0.035513441743258
test2,测试集,142,80,0,0,-0.094296956,0.141257177,0.023380170850000003,0.03551010502276983
test2,测试集,143,80,0,0,-0.09412213,0.140899196,0.023576865012500007,0.035510789258603945
test2,测试集,144,80,0,0,-0.093941956,0.140542431,0.023773500687499994,0.035516085916144136
test2,测试集,145,80,0,0,-0.093757312,0.140191991,0.023970210512499996,0.03552580639783932
test2,测试集,146,80,0,0,-0.093568943,0.139843627,0.024166680900000008,0.035539737420883455
test2,测试集,147,80,0,0,-0.093377095,0.139497076,0.024363100399999997,0.0355574237375641
test2,测试集,148,80,0,0,-0.093181381,0.139148826,0.024559146250000004,0.03557881484788387
test2,测试集,149,80,0,0,-0.092981971,0.139077842,0.024755170212500004,0.035604187520827606
test2,测试集,150,80,0,0,-0.092780752,0.141737846,0.024950879812500014,0.03563417300972141
test2,测试集,151,80,0,0,-0.092576381,0.144399434,0.0251466257125,0.03566839534541667
test2,测试集,152,80,0,0,-0.092368224,0.147060484,0.025342124750000007,0.03570689900486663
test2,测试集,153,80,0,0,-0.092158078,0.149720753,0.025537624175000006,0.03574941230309914
test2,测试集,154,80,0,0,-0.09194603,0.15237762,0.025732804625,0.035796144719351074
test2,测试集,155,80,0,0,-0.091727952,0.155029676,0.025927680187500003,0.03584632191601444
test2,测试集,156,80,0,0,-0.09150315,0.157685424,0.026122586425000004,0.035900653468178625
test2,测试集,157,80,0,0,-0.091276903,0.160347924,0.026317685649999995,0.0359596035607645
test2,测试集,158,80,0,0,-0.091050073,0.163011702,0.026512302687499996,0.03602281161209454
test2,测试集,159,80,0,0,-0.090818952,0.165674986,0.026706802699999994,0.03608966907054232
test2,测试集,160,80,0,0,-0.090584237,0.168335754,0.026900995574999982,0.03616039611469272
test2,测试集,161,80,0,0,-0.090346148,0.170994228,0.027095114712499997,0.03623522340196076
test2,测试集,162,80,0,0,-0.090104528,0.173650944,0.027289465324999995,0.03631414690635049
test2,测试集,163,80,0,0,-0.089857823,0.176314848,0.027483608587499993,0.03639745170921194
test2,测试集,164,80,0,0,-0.089606829,0.178980423,0.027677570937499996,0.03648474399011529
test2,测试集,165,80,0,0,-0.089355225,0.181640868,0.027871472374999994,0.03657573648843225
test2,测试集,166,80,0,0,-0.089099494,0.184296248,0.02806503242499999,0.03667007678301071
test2,测试集,167,80,0,0,-0.088837681,0.186944499,0.0282586165,0.03676770575287262
test2,测试集,168,80,0,0,-0.088571183,0.189597084,0.028451632787499993,0.03686933205154705
test2,测试集,169,80,0,0,-0.088302372,0.192251467,0.02864451052500001,0.03697448769977561
test2,测试集,170,80,0,0,-0.088031275,0.194906188,0.02883709022499999,0.037083532316182694
test2,测试集,171,80,0,0,-0.087755259,0.197563769,0.029029730799999997,0.03719650002807973
test2,测试集,172,80,0,0,-0.087477056,0.200217754,0.0292220804,0.03731304623827863
test2,测试集,173,80,0,0,-0.087195154,0.202869979,0.029414119787500005,0.03743293044046786
test2,测试集,174,80,0,0,-0.086907389,0.20552352,0.029605808487500003,0.037556275247046626
test2,测试集,175,80,0,0,-0.086617426,0.208175783,0.029797410312500015,0.03768309066930351
test2,测试集,176,80,0,0,-0.086325507,0.210819316,0.02998850403750001,0.03781312456738885
test2,测试集,177,80,0,0,-0.086029639,0.213459284,0.030179515687499985,0.03794611728643641
test2,测试集,178,80,0,0,-0.085728934,0.216101893,0.030369827649999993,0.038082485772250096
test2,测试集,179,80,0,0,-0.085424962,0.218739471,0.030560203525000003,0.03822173751820333
test2,测试集,180,80,0,0,-0.08511965,0.221379033,0.030750039200000016,0.038364605645297846
test2,测试集,181,80,0,0,-0.084810698,0.224021506,0.030939430799999983,0.038510555010720746
test2,测试集,182,80,0,0,-0.084496953,0.226663852,0.031128370987500004,0.03865924864811433
test2,测试集,183,80,0,0,-0.084179826,0.229306883,0.03131692362500001,0.03881080453497563
test2,测试集,184,80,0,0,-0.083859593,0.231951159,0.031505091750000006,0.038965302515336225
test2,测试集,185,80,0,0,-0.083536695,0.234596015,0.03169290979999999,0.039122740601573516
test2,测试集,186,80,0,0,-0.083210664,0.237225629,0.031880025575000005,0.039281710958128546
test2,测试集,187,80,0,0,-0.082882106,0.239845169,0.032066244050000005,0.03944230233401985
test2,测试集,188,80,0,0,-0.082553296,0.242466613,0.0322517674875,0.03960573316295628
test2,测试集,189,80,0,0,-0.082221419,0.245094068,0.03243661658750001,0.039771968350104756
test2,测试集,190,80,0,0,-0.081885116,0.247716982,0.032620481112500016,0.03993978922179278
test2,测试集,191,80,0,0,-0.081545476,0.250330296,0.032803028225,0.04010931350058165
test2,测试集,192,80,0,0,-0.081202498,0.252957877,0.03298455086249998,0.04028221203570795
test2,测试集,193,80,0,0,-0.080855757,0.25558974,0.033164138387500014,0.04045732613907562
test2,测试集,194,80,0,0,-0.080504744,0.258207736,0.033341147512499995,0.040632751751076085
test2,测试集,195,80,0,0,-0.080151772,0.260819769,0.0335150725,0.04080927973859944
test2,测试集,196,80,0,0,-0.079795633,0.263432154,0.033685658362499996,0.04098627872723295
test2,测试集,197,80,0,0,-0.079436152,0.266040583,0.03385140774999999,0.041162383199719974
test2,测试集,198,80,0,0,-0.07907449,0.268597707,0.034009814075,0.041331808009674835
test2,测试集,199,80,0,0,-0.078708107,0.270949713,0.0341557754,0.04148096198611337
test2,测试集,200,80,0,0,-0.078338136,0.272869388,0.03428348961250001,0.041589803766478466
test2,测试集,201,80,0,0,-0.077966392,0.274241976,0.034386913199999994,0.04164719616240853
test2,测试集,202,80,0,0,-0.077591209,0.275041342,0.03446504326250001,0.04164981026070807
test2,测试集,203,80,0,0,-0.077211852,0.27517111,0.03451785787500001,0.041591590674230974
test2,测试集,204,80,0,0,-0.076829277,0.274679525,0.034548075649999996,0.041478137687186854
test2,测试集,205,80,0,0,-0.076442339,0.273905451,0.034564199862500006,0.0413377836235316
test2,测试集,206,80,0,0,-0.076052211,0.273125831,0.03457515976249999,0.04119510392056881
test2,测试集,207,80,0,0,-0.075661104,0.27238087,0.03458496006250001,0.04105547422599558
test2,测试集,208,80,0,0,-0.075266059,0.271639505,0.034594856950000016,0.04091737010955389
test2,测试集,209,80,0,0,-0.074867642,0.270891197,0.03460472020000001,0.040780017027165376
test2,测试集,210,80,0,0,-0.074469078,0.27015314,0.034614793925,0.04064437662692197
test2,测试集,211,80,0,0,-0.074067958,0.269430972,0.03462551204999998,0.04051073826474953
test2,测试集,212,80,0,0,-0.073662831,0.26870836,0.034636223100000016,0.04037787528140969
test2,测试集,213,80,0,0,-0.073256345,0.267979757,0.034646878699999994,0.04024571161363244
test2,测试集,214,80,0,0,-0.072847457,0.267257499,0.034657797812499974,0.0401151099137173
test2,测试集,215,80,0,0,-0.072434009,0.266547821,0.03466875170000001,0.039986425566046424
test2,测试集,216,80,0,0,-0.072017472,0.265840526,0.03467963125000002,0.039859022064332165
test2,测试集,217,80,0,0,-0.071598551,0.265129168,0.034690126137499985,0.03973252261970904
test2,测试集,218,80,0,0,-0.07117781,0.264409065,0.0347002510125,0.03960608483649549
test2,测试集,219,80,0,0,-0.070755255,0.263689337,0.034710606062499996,0.03948036061235135
test2,测试集,220,80,0,0,-0.070328195,0.262969612,0.0347209484,0.039355400389972275
test2,测试集,221,80,0,0,-0.069899585,0.262245835,0.03473107893750001,0.03923123004953474
test2,测试集,222,80,0,0,-0.069471247,0.261525103,0.03474150737500001,0.039108333805471004
test2,测试集,223,80,0,0,-0.06903847,0.26080733,0.034751728375,0.03898668019385168
test2,测试集,224,80,0,0,-0.068601556,0.260087789,0.03476144191250001,0.03886595174339668
test2,测试集,225,80,0,0,-0.068162221,0.259365954,0.0347706861875,0.038745629710127245
test2,测试集,226,80,0,0,-0.067720113,0.258650905,0.0347795778,0.03862675079073699
test2,测试集,227,80,0,0,-0.067275264,0.257948506,0.034788489125,0.038509652306877765
test2,测试集,228,80,0,0,-0.066827511,0.257242787,0.034797304725000006,0.038393181685395295
test2,测试集,229,80,0,0,-0.066379117,0.256520933,0.034806135275,0.0382769050312884
test2,测试集,230,80,0,0,-0.065927813,0.255796975,0.034815149787500006,0.038161715607852094
test2,测试集,231,80,0,0,-0.065474198,0.255078243,0.034824161312499984,0.03804766097006619
test2,测试集,232,80,0,0,-0.065018326,0.254363421,0.034832579399999994,0.03793490633306571
test2,测试集,233,80,0,0,-0.064558484,0.253648819,0.0348409681625,0.03782306152538994
test2,测试集,234,80,0,0,-0.064097019,0.252932006,0.0348490893625,0.03771252874849537
test2,测试集,235,80,0,0,-0.06363281,0.252217818,0.034857091524999995,0.03760316353724359
test2,测试集,236,80,0,0,-0.063166702,0.251506205,0.03486517838750001,0.03749524562206652
test2,测试集,237,80,0,0,-0.062699802,0.250793151,0.03487299781250001,0.03738822823178154
test2,测试集,238,80,0,0,-0.062230605,0.250077434,0.034880699612499996,0.037282013025556095
test2,测试集,239,80,0,0,-0.061759941,0.249370379,0.0348883109,0.03717731578152434
test2,测试集,240,80,0,0,-0.061286684,0.248670969,0.0348958005625,0.03707416297505918
test2,测试集,241,80,0,0,-0.060809843,0.247962223,0.0349029672375,0.03697150467777551
test2,测试集,242,80,0,0,-0.060329731,0.247251075,0.034909796925000014,0.03686984206781495
test2,测试集,243,80,0,0,-0.059847211,0.246541811,0.034916697575,0.03676943132802485
test2,测试集,244,80,0,0,-0.059364127,0.245829744,0.034923123275,0.03666998373683765
test2,测试集,245,80,0,0,-0.05887819,0.24512094,0.0349299620375,0.03657176166583755
test2,测试集,246,80,0,0,-0.058389156,0.244410093,0.034936250724999986,0.03647481373798255
test2,测试集,247,80,0,0,-0.057897378,0.243692183,0.03494240011250001,0.03637822713445374
test2,测试集,248,80,0,0,-0.05740388,0.242978114,0.034948502437500015,0.036283621211422284
test2,测试集,249,80,0,0,-0.056909172,0.242269871,0.03495458505,0.03619051624289053
test2,测试集,250,80,0,0,-0.056409672,0.241564175,0.03496060226250002,0.0360986305016751
test2,测试集,251,80,0,0,-0.055907746,0.240863651,0.034966535450000016,0.036008403290103165
test2,测试集,252,80,0,0,-0.055405224,0.240162867,0.034972056999999994,0.03591959851422976
test2,测试集,253,80,0,0,-0.054898944,0.239457341,0.03497742293750001,0.03583142342911179
test2,测试集,254,80,0,0,-0.054390609,0.23875008,0.03498278808750001,0.035744123514651886
test2,测试集,255,80,0,0,-0.053881591,0.238043557,0.0349879471125,0.035658201292922645
test2,测试集,256,80,0,0,-0.053371531,0.237344122,0.034992694837500005,0.03557405658400312
test2,测试集,257,80,0,0,-0.052857537,0.236639678,0.03499760003750001,0.035490898238229256
test2,测试集,258,80,0,0,-0.052340861,0.235929945,0.03500231066249998,0.03540866416185603
test2,测试集,259,80,0,0,-0.051823549,0.235229729,0.03500685872500001,0.03532861913136623
test2,测试集,260,80,0,0,-0.051303046,0.234533346,0.0350115219125,0.03524971627926093
test2,测试集,261,80,0,0,-0.050779076,0.233839315,0.035015946787499995,0.035172137677571796
test2,测试集,262,80,0,0,-0.050255209,0.233144524,0.035020441675000014,0.03509597273291791
test2,测试集,263,80,0,0,-0.049732965,0.232446992,0.0350246305,0.03502135708880602
test2,测试集,264,80,0,0,-0.049208672,0.231753147,0.0350286682625,0.034948297278676314
test2,测试集,265,80,0,0,-0.048680239,0.231059179,0.035032657512499996,0.03487646205543974
test2,测试集,266,80,0,0,-0.048150396,0.230362187,0.035036388587499995,0.034805806664494975
test2,测试集,267,80,0,0,-0.047620059,0.229667772,0.03503985675000001,0.0347367717255241
test2,测试集,268,80,0,0,-0.047085245,0.228970519,0.035043424000000004,0.034668736838923596
test2,测试集,269,80,0,0,-0.046546967,0.228265369,0.035046608374999996,0.03460170619059114
test2,测试集,270,80,0,0,-0.046010397,0.22756201,0.035049375574999986,0.03453620830467196
test2,测试集,271,80,0,0,-0.045471506,0.226867449,0.035052256000000004,0.03447237158722965
test2,测试集,272,80,0,0,-0.044927828,0.226169866,0.0350548093,0.034409733053878115
test2,测试集,273,80,0,0,-0.044382723,0.225465477,0.0350569011125,0.034348309242009926
test2,测试集,274,80,0,0,-0.043836212,0.224759437,0.03505891031249998,0.03428801882278404
test2,测试集,275,80,0,0,-0.0436147,0.224054761,0.03506073191249999,0.03422933729745357
test2,测试集,276,80,0,0,-0.043473008,0.223347008,0.0350623861875,0.0341717744765317
test2,测试集,277,80,0,0,-0.043329649,0.222640181,0.035063875225000006,0.03411561831347575
test2,测试集,278,80,0,0,-0.043184647,0.221943186,0.03506501934999999,0.03406222590473425
test2,测试集,279,80,0,0,-0.043038068,0.221247531,0.03506628255,0.03401030758775725
test2,测试集,280,80,0,0,-0.042889582,0.220550774,0.035067133499999986,0.033959562805305675
test2,测试集,281,80,0,0,-0.042739374,0.219850947,0.035067481850000005,0.033910376331120186
test2,测试集,282,80,0,0,-0.04258761,0.219154028,0.03506808576249999,0.03386260096212523
test2,测试集,283,80,0,0,-0.042434363,0.21845671,0.035068442937499986,0.03381648543621272
test2,测试集,284,80,0,0,-0.042279751,0.217761774,0.035068654837500025,0.03377219817959387
test2,测试集,285,80,0,0,-0.042123469,0.217073451,0.03506842183750001,0.03372991315006569
test2,测试集,286,80,0,0,-0.041965341,0.216377476,0.03506772628749999,0.03368847223408361
test2,测试集,287,80,0,0,-0.041805529,0.215683835,0.0350667389,0.03364888358681887
test2,测试集,288,80,0,0,-0.041644074,0.21499847,0.03506590297499999,0.03361126285019135
test2,测试集,289,80,0,0,-0.041480845,0.214309502,0.03506434777499999,0.03357522987921648
test2,测试集,290,80,0,0,-0.041316022,0.213620719,0.035062582675,0.033540456079089065
test2,测试集,291,80,0,0,-0.041149737,0.212935058,0.035060425162500006,0.033507731684771884
test2,测试集,292,80,0,0,-0.040981901,0.212247925,0.03505784544999999,0.03347631263725835
test2,测试集,293,80,0,0,-0.040812664,0.211561495,0.035054766587500015,0.03344642964421501
test2,测试集,294,80,0,0,-0.040641869,0.210877984,0.03505122207500001,0.033418012549441066
test2,测试集,295,80,0,0,-0.040469521,0.210187151,0.035046827425,0.033390132430465125
test2,测试集,296,80,0,0,-0.040295924,0.209496117,0.03504104677500001,0.0333636811084823
test2,测试集,297,80,0,0,-0.040120892,0.208808537,0.03503376317500002,0.033338003844355264
test2,测试集,298,80,0,0,-0.039944081,0.208114626,0.03502457588750002,0.03331191120562293
test2,测试集,299,80,0,0,-0.039765486,0.207419425,0.03501322366249999,0.0332858061315875
test2,测试集,300,80,0,0,-0.039585293,0.206722768,0.03499935687500001,0.033260045616790426
test2,测试集,301,80,0,0,-0.039403751,0.206029802,0.0349835522875,0.033233871975063244
test2,测试集,302,80,0,0,-0.03922105,0.205337385,0.03496388584999999,0.033204688593898864
test2,测试集,303,80,0,0,-0.039036925,0.204648155,0.03493870260000002,0.03316802030349072
